Date,Team,Metric,Value
2016-4-30,BOS,UNQ,14439
2016-5-1,BOS,UNQ,8814
2016-5-2,BOS,UNQ,8307
2016-5-3,BOS,UNQ,7171
2016-5-4,BOS,UNQ,14034
2016-5-5,BOS,UNQ,10915
2016-5-6,BOS,UNQ,9502
2016-5-7,BOS,UNQ,8177
2016-5-8,BOS,UNQ,7883
2016-5-9,BOS,UNQ,7012
2016-5-10,BOS,UNQ,17557
2016-5-11,BOS,UNQ,11170
2016-5-12,BOS,UNQ,9652
2016-5-13,BOS,UNQ,31742
2016-5-14,BOS,UNQ,19811
2016-5-15,BOS,UNQ,17194
2016-5-16,BOS,UNQ,17987
2016-5-17,BOS,UNQ,18186
2016-5-18,BOS,UNQ,32657
2016-5-19,BOS,UNQ,12671
2016-5-20,BOS,UNQ,11639
2016-5-21,BOS,UNQ,8050
2016-5-22,BOS,UNQ,6890
2016-5-23,BOS,UNQ,7449
2016-5-24,BOS,UNQ,8914
2016-5-25,BOS,UNQ,7840
2016-5-26,BOS,UNQ,6562
2016-5-27,BOS,UNQ,9000
2016-5-28,BOS,UNQ,6756
2016-5-29,BOS,UNQ,5388
2016-5-30,BOS,UNQ,6694
2016-5-31,BOS,UNQ,7753
2016-6-1,BOS,UNQ,23823
2016-6-2,BOS,UNQ,11257
2016-6-3,BOS,UNQ,9234
2016-6-4,BOS,UNQ,8778
2016-6-5,BOS,UNQ,12468
2016-6-6,BOS,UNQ,13943
2016-6-7,BOS,UNQ,12341
2016-6-8,BOS,UNQ,16911
2016-6-9,BOS,UNQ,18579
2016-6-10,BOS,UNQ,12744
2016-6-11,BOS,UNQ,9645
2016-6-12,BOS,UNQ,7666
2016-6-13,BOS,UNQ,11634
2016-6-14,BOS,UNQ,10252
2016-6-15,BOS,UNQ,8749
2016-6-16,BOS,UNQ,10041
2016-6-17,BOS,UNQ,7398
2016-6-18,BOS,UNQ,6371
2016-6-19,BOS,UNQ,9681
2016-6-20,BOS,UNQ,12340
2016-6-21,BOS,UNQ,12677
2016-6-22,BOS,UNQ,19045
2016-6-23,BOS,UNQ,40286
2016-6-24,BOS,UNQ,65239
2016-6-25,BOS,UNQ,29063
2016-6-26,BOS,UNQ,16401
2016-6-27,BOS,UNQ,14022
2016-6-28,BOS,UNQ,12063
2016-6-29,BOS,UNQ,22165
2016-6-30,BOS,UNQ,13696
2016-7-1,BOS,UNQ,24196
2016-7-2,BOS,UNQ,34194
2016-7-3,BOS,UNQ,37079
2016-7-4,BOS,UNQ,41870
2016-7-5,BOS,UNQ,46109
2016-7-6,BOS,UNQ,34692
2016-7-7,BOS,UNQ,26141
2016-7-8,BOS,UNQ,30728
2016-7-9,BOS,UNQ,32876
2016-7-10,BOS,UNQ,19935
2016-7-11,BOS,UNQ,24699
2016-7-12,BOS,UNQ,21807
2016-7-13,BOS,UNQ,25946
2016-7-14,BOS,UNQ,25995
2016-7-15,BOS,UNQ,16702
2016-7-16,BOS,UNQ,16542
2016-7-17,BOS,UNQ,11818
2016-7-18,BOS,UNQ,13535
2016-7-19,BOS,UNQ,12703
2016-7-20,BOS,UNQ,15224
2016-7-21,BOS,UNQ,13698
2016-7-22,BOS,UNQ,10599
2016-7-23,BOS,UNQ,10858
2016-7-24,BOS,UNQ,9982
2016-7-25,BOS,UNQ,10365
2016-7-26,BOS,UNQ,13190
2016-7-27,BOS,UNQ,17357
2016-7-28,BOS,UNQ,23691
2016-7-29,BOS,UNQ,18443
2016-7-30,BOS,UNQ,13238
2016-7-31,BOS,UNQ,8632
2016-8-1,BOS,UNQ,9901
2016-8-2,BOS,UNQ,9968
2016-8-3,BOS,UNQ,12628
2016-8-4,BOS,UNQ,10164
2016-8-5,BOS,UNQ,7861
2016-8-6,BOS,UNQ,6348
2016-8-7,BOS,UNQ,7326
2016-8-8,BOS,UNQ,11178
2016-8-9,BOS,UNQ,9037
2016-8-10,BOS,UNQ,8223
2016-8-11,BOS,UNQ,36778
2016-8-12,BOS,UNQ,23557
2016-8-13,BOS,UNQ,9612
2016-8-14,BOS,UNQ,8582
2016-8-15,BOS,UNQ,10304
2016-8-16,BOS,UNQ,12379
2016-8-17,BOS,UNQ,12706
2016-8-18,BOS,UNQ,20040
2016-8-19,BOS,UNQ,8858
2016-8-20,BOS,UNQ,6346
2016-8-21,BOS,UNQ,7161
2016-8-22,BOS,UNQ,8479
2016-8-23,BOS,UNQ,11034
2016-8-24,BOS,UNQ,14826
2016-8-25,BOS,UNQ,10087
2016-8-26,BOS,UNQ,9922
2016-8-27,BOS,UNQ,7635
2016-8-28,BOS,UNQ,7652
2016-8-29,BOS,UNQ,8558
2016-8-30,BOS,UNQ,9492
2016-8-31,BOS,UNQ,10168
2016-9-1,BOS,UNQ,10902
2016-9-2,BOS,UNQ,7739
2016-9-3,BOS,UNQ,6539
2016-9-4,BOS,UNQ,6952
2016-9-5,BOS,UNQ,11506
2016-9-6,BOS,UNQ,9746
2016-9-7,BOS,UNQ,10284
2016-9-8,BOS,UNQ,9822
2016-9-9,BOS,UNQ,10805
2016-9-10,BOS,UNQ,12394
2016-9-11,BOS,UNQ,9203
2016-9-12,BOS,UNQ,11682
2016-9-13,BOS,UNQ,14276
2016-9-14,BOS,UNQ,15623
2016-9-15,BOS,UNQ,13622
2016-9-16,BOS,UNQ,15970
2016-9-17,BOS,UNQ,17045
2016-9-18,BOS,UNQ,11457
2016-9-19,BOS,UNQ,16944
2016-9-20,BOS,UNQ,19432
2016-9-21,BOS,UNQ,13207
2016-9-22,BOS,UNQ,11283
2016-9-23,BOS,UNQ,25275
2016-9-24,BOS,UNQ,18338
2016-9-25,BOS,UNQ,9666
2016-9-26,BOS,UNQ,18687
2016-9-27,BOS,UNQ,22513
2016-9-28,BOS,UNQ,23230
2016-9-29,BOS,UNQ,21087
2016-9-30,BOS,UNQ,21586
2014-10-1,BOS,UNQ,29992
2014-10-2,BOS,UNQ,27838
2014-10-3,BOS,UNQ,22673
2014-10-4,BOS,UNQ,16482
2014-10-5,BOS,UNQ,15936
2014-10-6,BOS,UNQ,35568
2014-10-7,BOS,UNQ,42131
2014-10-8,BOS,UNQ,40979
2014-10-9,BOS,UNQ,34689
2014-10-10,BOS,UNQ,27633
2014-10-11,BOS,UNQ,27354
2014-10-12,BOS,UNQ,20822
2014-10-13,BOS,UNQ,22336
2014-10-14,BOS,UNQ,22994
2014-10-15,BOS,UNQ,24304
2014-10-16,BOS,UNQ,39048
2014-10-17,BOS,UNQ,33189
2014-10-18,BOS,UNQ,18922
2014-10-19,BOS,UNQ,30974
2014-10-20,BOS,UNQ,27284
2014-10-21,BOS,UNQ,23564
2014-10-22,BOS,UNQ,28856
2014-10-23,BOS,UNQ,36117
2014-10-24,BOS,UNQ,32870
2014-10-25,BOS,UNQ,21757
2014-10-26,BOS,UNQ,21516
2014-10-27,BOS,UNQ,40527
2014-10-28,BOS,UNQ,37830
2014-10-29,BOS,UNQ,51780
2014-10-30,BOS,UNQ,52395
2014-10-31,BOS,UNQ,31333
2014-11-1,BOS,UNQ,48179
2014-11-2,BOS,UNQ,35087
2014-11-3,BOS,UNQ,36339
2014-11-4,BOS,UNQ,33502
2014-11-5,BOS,UNQ,36217
2014-11-6,BOS,UNQ,66905
2014-11-7,BOS,UNQ,39411
2014-11-8,BOS,UNQ,84963
2014-11-9,BOS,UNQ,41192
2014-11-10,BOS,UNQ,34298
2014-11-11,BOS,UNQ,29609
2014-11-12,BOS,UNQ,34172
2014-11-13,BOS,UNQ,29042
2014-11-14,BOS,UNQ,33329
2014-11-15,BOS,UNQ,21349
2014-11-16,BOS,UNQ,16986
2014-11-17,BOS,UNQ,25624
2014-11-18,BOS,UNQ,26228
2014-11-19,BOS,UNQ,24897
2014-11-20,BOS,UNQ,24724
2014-11-21,BOS,UNQ,24279
2014-11-22,BOS,UNQ,18183
2014-11-23,BOS,UNQ,22081
2014-11-24,BOS,UNQ,20134
2014-11-25,BOS,UNQ,16488
2014-11-26,BOS,UNQ,15563
2014-11-27,BOS,UNQ,12030
2014-11-28,BOS,UNQ,28478
2014-11-29,BOS,UNQ,15837
2014-11-30,BOS,UNQ,19986
2014-12-1,BOS,UNQ,20629
2014-12-2,BOS,UNQ,23497
2014-12-3,BOS,UNQ,25367
2014-12-4,BOS,UNQ,25452
2014-12-5,BOS,UNQ,26829
2014-12-6,BOS,UNQ,38556
2014-12-7,BOS,UNQ,30769
2014-12-8,BOS,UNQ,29430
2014-12-9,BOS,UNQ,28005
2014-12-10,BOS,UNQ,24267
2014-12-11,BOS,UNQ,29491
2014-12-12,BOS,UNQ,21172
2014-12-13,BOS,UNQ,14543
2014-12-14,BOS,UNQ,15528
2014-12-15,BOS,UNQ,21533
2014-12-16,BOS,UNQ,21126
2014-12-17,BOS,UNQ,23526
2014-12-18,BOS,UNQ,65129
2014-12-19,BOS,UNQ,79240
2014-12-20,BOS,UNQ,32371
2014-12-21,BOS,UNQ,33834
2014-12-22,BOS,UNQ,26871
2014-12-23,BOS,UNQ,22436
2014-12-24,BOS,UNQ,15460
2014-12-25,BOS,UNQ,15716
2014-12-26,BOS,UNQ,21606
2014-12-27,BOS,UNQ,23733
2014-12-28,BOS,UNQ,17674
2014-12-29,BOS,UNQ,18880
2014-12-30,BOS,UNQ,18124
2014-12-31,BOS,UNQ,22132
2015-1-1,BOS,UNQ,21889
2015-1-2,BOS,UNQ,44101
2015-1-3,BOS,UNQ,26746
2015-1-4,BOS,UNQ,15005
2015-1-5,BOS,UNQ,21096
2015-1-6,BOS,UNQ,29792
2015-1-7,BOS,UNQ,25032
2015-1-8,BOS,UNQ,22762
2015-1-9,BOS,UNQ,31327
2015-1-10,BOS,UNQ,32927
2015-1-11,BOS,UNQ,21467
2015-1-12,BOS,UNQ,86442
2015-1-13,BOS,UNQ,48613
2015-1-14,BOS,UNQ,37723
2015-1-15,BOS,UNQ,40036
2015-1-16,BOS,UNQ,28774
2015-1-17,BOS,UNQ,16913
2015-1-18,BOS,UNQ,23813
2015-1-19,BOS,UNQ,39472
2015-1-20,BOS,UNQ,25464
2015-1-21,BOS,UNQ,20861
2015-1-22,BOS,UNQ,20852
2015-1-23,BOS,UNQ,26698
2015-1-24,BOS,UNQ,21070
2015-1-25,BOS,UNQ,23992
2015-1-26,BOS,UNQ,21984
2015-1-27,BOS,UNQ,58334
2015-1-28,BOS,UNQ,25565
2015-1-29,BOS,UNQ,18079
2015-1-30,BOS,UNQ,19047
2015-1-31,BOS,UNQ,20795
2015-2-1,BOS,UNQ,19069
2015-2-2,BOS,UNQ,16465
2015-2-3,BOS,UNQ,29298
2015-2-4,BOS,UNQ,31277
2015-2-5,BOS,UNQ,22934
2015-2-6,BOS,UNQ,19968
2015-2-7,BOS,UNQ,16245
2015-2-8,BOS,UNQ,12690
2015-2-9,BOS,UNQ,12557
2015-2-10,BOS,UNQ,13688
2015-2-11,BOS,UNQ,21073
2015-2-12,BOS,UNQ,20484
2015-2-13,BOS,UNQ,12146
2015-2-14,BOS,UNQ,10579
2015-2-15,BOS,UNQ,10597
2015-2-16,BOS,UNQ,11089
2015-2-17,BOS,UNQ,17822
2015-2-18,BOS,UNQ,14964
2015-2-19,BOS,UNQ,43622
2015-2-20,BOS,UNQ,71387
2015-2-21,BOS,UNQ,27711
2015-2-22,BOS,UNQ,36660
2015-2-23,BOS,UNQ,44016
2015-2-24,BOS,UNQ,27203
2015-2-25,BOS,UNQ,26552
2015-2-26,BOS,UNQ,29148
2015-2-27,BOS,UNQ,27073
2015-2-28,BOS,UNQ,32085
2015-3-1,BOS,UNQ,32818
2015-3-2,BOS,UNQ,31801
2015-3-3,BOS,UNQ,25400
2015-3-4,BOS,UNQ,24212
2015-3-5,BOS,UNQ,46536
2015-3-6,BOS,UNQ,25360
2015-3-7,BOS,UNQ,22245
2015-3-8,BOS,UNQ,18895
2015-3-9,BOS,UNQ,25326
2015-3-10,BOS,UNQ,27619
2015-3-11,BOS,UNQ,25576
2015-3-12,BOS,UNQ,25539
2015-3-13,BOS,UNQ,22383
2015-3-14,BOS,UNQ,27726
2015-3-15,BOS,UNQ,23110
2015-3-16,BOS,UNQ,26353
2015-3-17,BOS,UNQ,30827
2015-3-18,BOS,UNQ,23306
2015-3-19,BOS,UNQ,24715
2015-3-20,BOS,UNQ,18928
2015-3-21,BOS,UNQ,17193
2015-3-22,BOS,UNQ,20806
2015-3-23,BOS,UNQ,21254
2015-3-24,BOS,UNQ,29623
2015-3-25,BOS,UNQ,25081
2015-3-26,BOS,UNQ,19804
2015-3-27,BOS,UNQ,20187
2015-3-28,BOS,UNQ,26715
2015-3-29,BOS,UNQ,21456
2015-3-30,BOS,UNQ,24978
2015-3-31,BOS,UNQ,22908
2015-4-1,BOS,UNQ,26699
2015-4-2,BOS,UNQ,48688
2015-4-3,BOS,UNQ,40096
2015-4-4,BOS,UNQ,20313
2015-4-5,BOS,UNQ,38178
2015-4-6,BOS,UNQ,45948
2015-4-7,BOS,UNQ,37703
2015-4-8,BOS,UNQ,35550
2015-4-9,BOS,UNQ,34793
2015-4-10,BOS,UNQ,27651
2015-4-11,BOS,UNQ,36660
2015-4-12,BOS,UNQ,40462
2015-4-13,BOS,UNQ,39289
2015-4-14,BOS,UNQ,44532
2015-4-15,BOS,UNQ,44471
2015-4-16,BOS,UNQ,46788
2015-4-17,BOS,UNQ,34360
2015-4-18,BOS,UNQ,23087
2015-4-19,BOS,UNQ,51590
2015-4-20,BOS,UNQ,24346
2015-4-21,BOS,UNQ,31851
2015-4-22,BOS,UNQ,21424
2015-4-23,BOS,UNQ,32851
2015-4-24,BOS,UNQ,19669
2015-4-25,BOS,UNQ,13919
2015-4-26,BOS,UNQ,31966
2015-4-27,BOS,UNQ,15628
2015-4-28,BOS,UNQ,10088
2015-4-29,BOS,UNQ,11384
2015-4-30,BOS,UNQ,12417
2015-5-1,BOS,UNQ,9028
2015-5-2,BOS,UNQ,5964
2015-5-3,BOS,UNQ,5767
2015-5-4,BOS,UNQ,7237
2015-5-5,BOS,UNQ,6655
2015-5-6,BOS,UNQ,9122
2015-5-7,BOS,UNQ,7666
2015-5-8,BOS,UNQ,7027
2015-5-9,BOS,UNQ,6510
2015-5-10,BOS,UNQ,6117
2015-5-11,BOS,UNQ,7487
2015-5-12,BOS,UNQ,9532
2015-5-13,BOS,UNQ,7702
2015-5-14,BOS,UNQ,12035
2015-5-15,BOS,UNQ,18538
2015-5-16,BOS,UNQ,11694
2015-5-17,BOS,UNQ,7377
2015-5-18,BOS,UNQ,13990
2015-5-19,BOS,UNQ,9490
2015-5-20,BOS,UNQ,8880
2015-5-21,BOS,UNQ,7232
2015-5-22,BOS,UNQ,6957
2015-5-23,BOS,UNQ,5998
2015-5-24,BOS,UNQ,5434
2015-5-25,BOS,UNQ,5996
2015-5-26,BOS,UNQ,8539
2015-5-27,BOS,UNQ,9367
2015-5-28,BOS,UNQ,9997
2015-5-29,BOS,UNQ,8650
2015-5-30,BOS,UNQ,7356
2015-5-31,BOS,UNQ,8758
2015-6-1,BOS,UNQ,9873
2015-6-2,BOS,UNQ,10031
2015-6-3,BOS,UNQ,9894
2015-6-4,BOS,UNQ,10667
2015-6-5,BOS,UNQ,7927
2015-6-6,BOS,UNQ,6035
2015-6-7,BOS,UNQ,8373
2015-6-8,BOS,UNQ,8422
2015-6-9,BOS,UNQ,9260
2015-6-10,BOS,UNQ,11841
2015-6-11,BOS,UNQ,9581
2015-6-12,BOS,UNQ,7909
2015-6-13,BOS,UNQ,7505
2015-6-14,BOS,UNQ,8278
2015-6-15,BOS,UNQ,9247
2015-6-16,BOS,UNQ,17407
2015-6-17,BOS,UNQ,15617
2015-6-18,BOS,UNQ,10891
2015-6-19,BOS,UNQ,10724
2015-6-20,BOS,UNQ,9388
2015-6-21,BOS,UNQ,9667
2015-6-22,BOS,UNQ,11249
2015-6-23,BOS,UNQ,15444
2015-6-24,BOS,UNQ,17878
2015-6-25,BOS,UNQ,35189
2015-6-26,BOS,UNQ,66703
2015-6-27,BOS,UNQ,20922
2015-6-28,BOS,UNQ,15173
2015-6-29,BOS,UNQ,15894
2015-6-30,BOS,UNQ,24167
2015-7-1,BOS,UNQ,47320
2015-7-2,BOS,UNQ,35115
2015-7-3,BOS,UNQ,25657
2015-7-4,BOS,UNQ,18499
2015-7-5,BOS,UNQ,15064
2015-7-6,BOS,UNQ,20372
2015-7-7,BOS,UNQ,43329
2015-7-8,BOS,UNQ,25993
2015-7-9,BOS,UNQ,20611
2015-7-10,BOS,UNQ,33705
2015-7-11,BOS,UNQ,17964
2015-7-12,BOS,UNQ,27800
2015-7-13,BOS,UNQ,27087
2015-7-14,BOS,UNQ,43054
2015-7-15,BOS,UNQ,38764
2015-7-16,BOS,UNQ,18544
2015-7-17,BOS,UNQ,42547
2015-7-18,BOS,UNQ,22559
2015-7-19,BOS,UNQ,20296
2015-7-20,BOS,UNQ,23660
2015-7-21,BOS,UNQ,13547
2015-7-22,BOS,UNQ,10830
2015-7-23,BOS,UNQ,10720
2015-7-24,BOS,UNQ,8889
2015-7-25,BOS,UNQ,8079
2015-7-26,BOS,UNQ,8333
2015-7-27,BOS,UNQ,55881
2015-7-28,BOS,UNQ,48920
2015-7-29,BOS,UNQ,14807
2015-7-30,BOS,UNQ,12958
2015-7-31,BOS,UNQ,12286
2015-8-1,BOS,UNQ,8275
2015-8-2,BOS,UNQ,7701
2015-8-3,BOS,UNQ,9765
2015-8-4,BOS,UNQ,10696
2015-8-5,BOS,UNQ,8913
2015-8-6,BOS,UNQ,8621
2015-8-7,BOS,UNQ,15543
2015-8-8,BOS,UNQ,13346
2015-8-9,BOS,UNQ,8372
2015-8-10,BOS,UNQ,20690
2015-8-11,BOS,UNQ,14984
2015-8-12,BOS,UNQ,25267
2015-8-13,BOS,UNQ,24320
2015-8-14,BOS,UNQ,11350
2015-8-15,BOS,UNQ,7488
2015-8-16,BOS,UNQ,7710
2015-8-17,BOS,UNQ,9432
2015-8-18,BOS,UNQ,9471
2015-8-19,BOS,UNQ,13176
2015-8-20,BOS,UNQ,10028
2015-8-21,BOS,UNQ,8678
2015-8-22,BOS,UNQ,9108
2015-8-23,BOS,UNQ,7507
2015-8-24,BOS,UNQ,7989
2015-8-25,BOS,UNQ,11891
2015-8-26,BOS,UNQ,20304
2015-8-27,BOS,UNQ,14771
2015-8-28,BOS,UNQ,8989
2015-8-29,BOS,UNQ,6305
2015-8-30,BOS,UNQ,6490
2015-8-31,BOS,UNQ,13816
2015-9-1,BOS,UNQ,11361
2015-9-2,BOS,UNQ,11866
2015-9-3,BOS,UNQ,12387
2015-9-4,BOS,UNQ,8344
2015-9-5,BOS,UNQ,5835
2015-9-6,BOS,UNQ,6140
2015-9-7,BOS,UNQ,7095
2015-9-8,BOS,UNQ,12679
2015-9-9,BOS,UNQ,12484
2015-9-10,BOS,UNQ,22315
2015-9-11,BOS,UNQ,12129
2015-9-12,BOS,UNQ,7695
2015-9-13,BOS,UNQ,8100
2015-9-14,BOS,UNQ,8955
2015-9-15,BOS,UNQ,8611
2015-9-16,BOS,UNQ,8692
2015-9-17,BOS,UNQ,18100
2015-9-18,BOS,UNQ,13708
2015-9-19,BOS,UNQ,8256
2015-9-20,BOS,UNQ,9169
2015-9-21,BOS,UNQ,11088
2015-9-22,BOS,UNQ,11322
2015-9-23,BOS,UNQ,10109
2015-9-24,BOS,UNQ,12010
2015-9-25,BOS,UNQ,30551
2015-9-26,BOS,UNQ,25099
2015-9-27,BOS,UNQ,17490
2015-9-28,BOS,UNQ,20337
2015-9-29,BOS,UNQ,22242
2015-9-30,BOS,UNQ,19294
2013-10-1,BOS,UNQ,40275
2013-10-2,BOS,UNQ,34464
2013-10-3,BOS,UNQ,27281
2013-10-4,BOS,UNQ,22968
2013-10-5,BOS,UNQ,19493
2013-10-6,BOS,UNQ,29850
2013-10-7,BOS,UNQ,49508
2013-10-8,BOS,UNQ,46624
2013-10-9,BOS,UNQ,39067
2013-10-10,BOS,UNQ,45093
2013-10-11,BOS,UNQ,34600
2013-10-12,BOS,UNQ,28854
2013-10-13,BOS,UNQ,24577
2013-10-14,BOS,UNQ,30576
2013-10-15,BOS,UNQ,34745
2013-10-16,BOS,UNQ,44838
2013-10-17,BOS,UNQ,39754
2013-10-18,BOS,UNQ,28196
2013-10-19,BOS,UNQ,19583
2013-10-20,BOS,UNQ,25412
2013-10-21,BOS,UNQ,24718
2013-10-22,BOS,UNQ,27729
2013-10-23,BOS,UNQ,37148
2013-10-24,BOS,UNQ,41545
2013-10-25,BOS,UNQ,24444
2013-10-26,BOS,UNQ,23111
2013-10-27,BOS,UNQ,22486
2013-10-28,BOS,UNQ,32502
2013-10-29,BOS,UNQ,51829
2013-10-30,BOS,UNQ,59466
2013-10-31,BOS,UNQ,38652
2013-11-1,BOS,UNQ,44888
2013-11-2,BOS,UNQ,31693
2013-11-3,BOS,UNQ,35825
2013-11-4,BOS,UNQ,42338
2013-11-5,BOS,UNQ,35861
2013-11-6,BOS,UNQ,40701
2013-11-7,BOS,UNQ,36686
2013-11-8,BOS,UNQ,36473
2013-11-9,BOS,UNQ,45684
2013-11-10,BOS,UNQ,64423
2013-11-11,BOS,UNQ,56336
2013-11-12,BOS,UNQ,55227
2013-11-13,BOS,UNQ,47739
2013-11-14,BOS,UNQ,31423
2013-11-15,BOS,UNQ,31467
2013-11-16,BOS,UNQ,28172
2013-11-17,BOS,UNQ,24526
2013-11-18,BOS,UNQ,32268
2013-11-19,BOS,UNQ,31759
2013-11-20,BOS,UNQ,31316
2013-11-21,BOS,UNQ,32998
2013-11-22,BOS,UNQ,29817
2013-11-23,BOS,UNQ,24836
2013-11-24,BOS,UNQ,23268
2013-11-25,BOS,UNQ,30530
2013-11-26,BOS,UNQ,30217
2013-11-27,BOS,UNQ,29038
2013-11-28,BOS,UNQ,18412
2013-11-29,BOS,UNQ,29069
2013-11-30,BOS,UNQ,27784
2013-12-1,BOS,UNQ,20271
2013-12-2,BOS,UNQ,27932
2013-12-3,BOS,UNQ,29893
2013-12-4,BOS,UNQ,32206
2013-12-5,BOS,UNQ,27806
2013-12-6,BOS,UNQ,32411
2013-12-7,BOS,UNQ,27510
2013-12-8,BOS,UNQ,43628
2013-12-9,BOS,UNQ,40913
2013-12-10,BOS,UNQ,61756
2013-12-11,BOS,UNQ,49600
2013-12-12,BOS,UNQ,30621
2013-12-13,BOS,UNQ,29352
2013-12-14,BOS,UNQ,42999
2013-12-15,BOS,UNQ,24352
2013-12-16,BOS,UNQ,36442
2013-12-17,BOS,UNQ,33532
2013-12-18,BOS,UNQ,34757
2013-12-19,BOS,UNQ,29138
2013-12-20,BOS,UNQ,34613
2013-12-21,BOS,UNQ,36208
2013-12-22,BOS,UNQ,23822
2013-12-23,BOS,UNQ,21344
2013-12-24,BOS,UNQ,15638
2013-12-25,BOS,UNQ,20420
2013-12-26,BOS,UNQ,20028
2013-12-27,BOS,UNQ,21955
2013-12-28,BOS,UNQ,27557
2013-12-29,BOS,UNQ,17801
2013-12-30,BOS,UNQ,21938
2013-12-31,BOS,UNQ,23489
2014-1-1,BOS,UNQ,24347
2014-1-2,BOS,UNQ,27410
2014-1-3,BOS,UNQ,27483
2014-1-4,BOS,UNQ,16934
2014-1-5,BOS,UNQ,20465
2014-1-6,BOS,UNQ,24283
2014-1-7,BOS,UNQ,50145
2014-1-8,BOS,UNQ,31600
2014-1-9,BOS,UNQ,25325
2014-1-10,BOS,UNQ,27061
2014-1-11,BOS,UNQ,22852
2014-1-12,BOS,UNQ,19070
2014-1-13,BOS,UNQ,26367
2014-1-14,BOS,UNQ,34504
2014-1-15,BOS,UNQ,132333
2014-1-16,BOS,UNQ,93559
2014-1-17,BOS,UNQ,68494
2014-1-18,BOS,UNQ,46847
2014-1-19,BOS,UNQ,27911
2014-1-20,BOS,UNQ,34674
2014-1-21,BOS,UNQ,35971
2014-1-22,BOS,UNQ,44052
2014-1-23,BOS,UNQ,27686
2014-1-24,BOS,UNQ,25950
2014-1-25,BOS,UNQ,25351
2014-1-26,BOS,UNQ,43646
2014-1-27,BOS,UNQ,47309
2014-1-28,BOS,UNQ,30415
2014-1-29,BOS,UNQ,30330
2014-1-30,BOS,UNQ,20367
2014-1-31,BOS,UNQ,17622
2014-2-1,BOS,UNQ,16271
2014-2-2,BOS,UNQ,24751
2014-2-3,BOS,UNQ,22309
2014-2-4,BOS,UNQ,25186
2014-2-5,BOS,UNQ,24350
2014-2-6,BOS,UNQ,24100
2014-2-7,BOS,UNQ,29652
2014-2-8,BOS,UNQ,29306
2014-2-9,BOS,UNQ,25318
2014-2-10,BOS,UNQ,36008
2014-2-11,BOS,UNQ,22598
2014-2-12,BOS,UNQ,20953
2014-2-13,BOS,UNQ,17284
2014-2-14,BOS,UNQ,16105
2014-2-15,BOS,UNQ,23349
2014-2-16,BOS,UNQ,11372
2014-2-17,BOS,UNQ,13119
2014-2-18,BOS,UNQ,15382
2014-2-19,BOS,UNQ,19086
2014-2-20,BOS,UNQ,27372
2014-2-21,BOS,UNQ,19642
2014-2-22,BOS,UNQ,18705
2014-2-23,BOS,UNQ,17296
2014-2-24,BOS,UNQ,21934
2014-2-25,BOS,UNQ,21820
2014-2-26,BOS,UNQ,22018
2014-2-27,BOS,UNQ,23141
2014-2-28,BOS,UNQ,21685
2014-3-1,BOS,UNQ,19311
2014-3-2,BOS,UNQ,16715
2014-3-3,BOS,UNQ,20816
2014-3-4,BOS,UNQ,38287
2014-3-5,BOS,UNQ,29047
2014-3-6,BOS,UNQ,20201
2014-3-7,BOS,UNQ,23990
2014-3-8,BOS,UNQ,18660
2014-3-9,BOS,UNQ,21995
2014-3-10,BOS,UNQ,21190
2014-3-11,BOS,UNQ,22146
2014-3-12,BOS,UNQ,22599
2014-3-13,BOS,UNQ,17840
2014-3-14,BOS,UNQ,21328
2014-3-15,BOS,UNQ,12533
2014-3-16,BOS,UNQ,16564
2014-3-17,BOS,UNQ,20885
2014-3-18,BOS,UNQ,18051
2014-3-19,BOS,UNQ,21348
2014-3-20,BOS,UNQ,37067
2014-3-21,BOS,UNQ,28448
2014-3-22,BOS,UNQ,17986
2014-3-23,BOS,UNQ,20952
2014-3-24,BOS,UNQ,23536
2014-3-25,BOS,UNQ,15671
2014-3-26,BOS,UNQ,18848
2014-3-27,BOS,UNQ,20504
2014-3-28,BOS,UNQ,22994
2014-3-29,BOS,UNQ,12887
2014-3-30,BOS,UNQ,16319
2014-3-31,BOS,UNQ,16283
2014-4-1,BOS,UNQ,18083
2014-4-2,BOS,UNQ,15751
2014-4-3,BOS,UNQ,14986
2014-4-4,BOS,UNQ,15547
2014-4-5,BOS,UNQ,18284
2014-4-6,BOS,UNQ,13752
2014-4-7,BOS,UNQ,13011
2014-4-8,BOS,UNQ,21311
2014-4-9,BOS,UNQ,15970
2014-4-10,BOS,UNQ,13927
2014-4-11,BOS,UNQ,15256
2014-4-12,BOS,UNQ,18066
2014-4-13,BOS,UNQ,15395
2014-4-14,BOS,UNQ,16517
2014-4-15,BOS,UNQ,15259
2014-4-16,BOS,UNQ,17961
2014-4-17,BOS,UNQ,31492
2014-4-18,BOS,UNQ,17413
2014-4-19,BOS,UNQ,10273
2014-4-20,BOS,UNQ,9037
2014-4-21,BOS,UNQ,10006
2014-4-22,BOS,UNQ,12780
2014-4-23,BOS,UNQ,10041
2014-4-24,BOS,UNQ,8101
2014-4-25,BOS,UNQ,8418
2014-4-26,BOS,UNQ,7682
2014-4-27,BOS,UNQ,7533
2014-4-28,BOS,UNQ,10765
2014-4-29,BOS,UNQ,37555
2014-4-30,BOS,UNQ,16949
2014-5-1,BOS,UNQ,9712
2014-5-2,BOS,UNQ,9665
2014-5-3,BOS,UNQ,9553
2014-5-4,BOS,UNQ,11193
2014-5-5,BOS,UNQ,12060
