"","X","GM","DAY","DATE","ET","LOCAL","AWAY","HOME","AWAY.TV","DUR","HH.RTG","HH.SHR","HH.IMP","P2..IMP","HOME.TV","DUR.1","HH.RTG.1","HH.SHR.1","HH.IMP.1","P2..IMP.1","NAT.TV","CN.TV","Game_id","National.Rating","Average.Viewers","Average.Households","ratings"
"460",4154,460,"Tue","2013-12-31","1:00:00 PM","1:00:00 PM","ATL","BOS","FSS-ATL",135,"0.5",1,12,18,"CSN-NE",135,"1.5","5","37","45","","","21300460",0,0,0,0
"461",4155,461,"Tue","2013-12-31","3:00:00 PM","3:00:00 PM","CLE","IND","FSO",150,"1.4",3,20,28,"FSI",150,"1.9","4","21",NA,"","","21300461",0,0,0,0
"462",4156,462,"Tue","2013-12-31","5:00:00 PM","5:00:00 PM","GSW","ORL","CSN-BA",135,"2.9",9,73,97,"FSFL",135,"0.4","1","6","6","","","21300462",0,0,0,0
"463",4159,463,"Tue","2013-12-31","8:00:00 PM","7:00:00 PM","TOR","CHI","TSN2",NA,"",NA,NA,NA,"CSN-C",150,"2.6","5","93","139","","TSN2","21300463",0,0,0,0
"464",4157,464,"Tue","2013-12-31","7:00:00 PM","6:00:00 PM","SAC","HOU","CSN-S",165,"1.6",3,22,29,"CSN-H",150,"0.6","1","14","18","","","21300464",0,0,0,0
"465",4158,465,"Tue","2013-12-31","7:00:00 PM","6:00:00 PM","BRK","SAS","YES",150,"0.4",1,27,36,"FSSW-SA",150,"5.8","10","52",NA,"","","21300465",0,0,0,0
"466",4160,466,"Tue","2013-12-31","8:00:00 PM","7:00:00 PM","POR","OKC","KGW",165,"8.1",16,96,128,"FSOK",150,"12.82","21.4","93.7",NA,"NBA TV","","21300466",0.45,358,269,0
"467",4161,467,"Tue","2013-12-31","10:30:00 PM","7:30:00 PM","MIL","LAL","FSNWI",135,"0.3",1,2,NA,"TWC SN/TWC D",135,"2.3","5","131","198","","","21300467",0,0,0,0
"468",4162,468,"Wed","2014-1-1","6:00:00 PM","6:00:00 PM","DAL","WAS","FSSW-DAL",150,"1.2",2,31,42,"CSN-W",150,"1","2","25","36","","","21400468",0,0,0,0
"469",4163,469,"Wed","2014-1-1","7:00:00 PM","7:00:00 PM","IND","TOR","FSI",150,"4.6",7,50,NA,"TSN",NA,"","","","","","TSN","21400469",0,0,0,0
"470",4164,470,"Wed","2014-1-1","8:00:00 PM","7:00:00 PM","NOP","MIN","",NA,"",NA,NA,NA,"FSNN-MIN",135,"2.3","4","40","58","","","21400470",0,0,0,0
"471",4165,471,"Wed","2014-1-1","9:00:00 PM","7:00:00 PM","PHI","DEN","CSN-P",150,"0.4",1,11,11,"ASE",150,"2","3","31","44","","","21400471",0,0,0,0
"472",4166,472,"Wed","2014-1-1","9:30:00 PM","6:30:00 PM","CHA","LAC","SSO-CHA",150,"0.36",0.9,4.4,4.4,"FSNP",135,"1.1","2","60","69","","","21400472",0,0,0,0
"473",4167,473,"Thu","2014-1-2","7:00:00 PM","7:00:00 PM","ORL","CLE","FSFL",150,"0.8",1,11,8,"FSO",150,"2.9","4","43","67","","","21400473",0,0,0,0
"474",4168,474,"Thu","2014-1-2","7:30:00 PM","7:30:00 PM","GSW","MIA","CSN-BA",150,"4.4",10,111,149,"SunSpM",150,"8.9","14","148","210","","","21400474",0,0,0,0
"475",4169,475,"Thu","2014-1-2","8:00:00 PM","7:00:00 PM","BOS","CHI","CSN-NE",150,"2.5",4,62,84,"CSN-C",150,"2.4","4","84","108","","","21400475",0,0,0,0
"476",4170,476,"Thu","2014-1-2","8:00:00 PM","7:00:00 PM","BRK","OKC","YES",150,"0.7",1,54,78,"FSOK",150,"6","9","44",NA,"NBA TV","","21400476",0.43,338,257,0
"477",4171,477,"Thu","2014-1-2","8:30:00 PM","7:30:00 PM","NYK","SAS","MSG",150,"3",4,221,313,"FSSW-SA",150,"8.3","12","75",NA,"","","21400477",0,0,0,0
"478",4172,478,"Thu","2014-1-2","9:00:00 PM","7:00:00 PM","MEM","PHX","SSO-MEM",150,"2.2",3,41,60,"FSA",150,"2.2","3","41","60","","","21400478",0,0,0,0
"479",4173,479,"Thu","2014-1-2","9:00:00 PM","7:00:00 PM","MIL","UTA","FSNWI",150,"0.2",0,2,NA,"ROOT",150,"2.9","5","27",NA,"","","21400479",0,0,0,0
"480",4174,480,"Thu","2014-1-2","10:00:00 PM","7:00:00 PM","CHA","POR","SSO-CHA",150,"0.4",1,5,5,"CSN-POR",150,"4.2","7","50","70","","","21400480",0,0,0,0
"481",4175,481,"Thu","2014-1-2","10:00:00 PM","7:00:00 PM","PHI","SAC","TCN-P",150,"0.4",1,13,17,"CSN-S",180,"2.1","3","27","44","","","21400481",0,0,0,0
"482",4176,482,"Fri","2014-1-3","7:00:00 PM","7:00:00 PM","TOR","WAS","TSN",NA,"",NA,NA,NA,"CSN-W",135,"0.9","2","22","28","","TSN","21400482",0,0,0,0
"483",4177,483,"Fri","2014-1-3","7:30:00 PM","7:30:00 PM","GSW","ATL","CSN-BA",150,"3.7",9,94,135,"FSS-ATL",150,"1.1","2","26","30","","","21400483",0,0,0,0
"484",4178,484,"Fri","2014-1-3","7:30:00 PM","7:30:00 PM","NOP","BOS","FSNO",165,"2.4",3,16,NA,"CSN-NE",165,"3.2","5","78","110","","","21400484",0,0,0,0
"485",4179,485,"Fri","2014-1-3","8:00:00 PM","7:00:00 PM","NYK","HOU","MSG",150,"3.2",5,235,376,"CSN-H",150,"0.71","1","16","22","NBA TV","","21400485",0.34,265,204,0
"486",4180,486,"Fri","2014-1-3","8:30:00 PM","7:30:00 PM","LAC","DAL","FSNP",150,"1.3",2,72,100,"FSSW-DAL",150,"2.3","4","62","83","","","21400486",0,0,0,0
"487",4181,487,"Fri","2014-1-3","9:00:00 PM","7:00:00 PM","MEM","DEN","SSO-MEM",150,"2.1",3,14,NA,"ASE",150,"1.9","3","29","40","","","21400487",0,0,0,0
"488",4182,488,"Fri","2014-1-3","10:30:00 PM","7:30:00 PM","UTA","LAL","ROOT",150,"4.39",8.4,40.4,NA,"TWC SN/TWC D",150,"2.7","4","151","265","","","21400488",0,0,0,0
"489",4183,489,"Sat","2014-1-4","7:00:00 PM","7:00:00 PM","NOP","IND","FSNO",150,"0.3",0.3,2,NA,"FSI",135,"2.5","4","27",NA,"","","21400489",0,0,0,0
"490",4184,490,"Sat","2014-1-4","7:00:00 PM","7:00:00 PM","MIA","ORL","SunSpM",150,"5.5",9,92,120,"FSFL",150,"0.8","1","12","16","","","21400490",0,0,0,0
"491",4185,491,"Sat","2014-1-4","7:30:00 PM","7:30:00 PM","CLE","BRK","FSO",150,"1.5",2,23,34,"YES",150,"0.7","1","50","93","","","21400491",0,0,0,0
"492",4186,492,"Sat","2014-1-4","8:00:00 PM","7:00:00 PM","ATL","CHI","FSS-ATL",150,"0.8",1,18,22,"WGN",150,"4.3","7","151","241","","","21400492",0,0,0,0
"493",4187,493,"Sat","2014-1-4","8:00:00 PM","7:00:00 PM","OKC","MIN","FSOK",150,"7",10,51,NA,"FSNN-MIN+",165,"1.5","3","26","31","","","21400493",0,0,0,0
"494",4188,494,"Sat","2014-1-4","8:30:00 PM","7:30:00 PM","LAC","SAS","FSNP",135,"0.6",1,32,46,"KENS",150,"9.7","15","88",NA,"","","21400494",0,0,0,0
"495",4189,495,"Sat","2014-1-4","9:00:00 PM","7:00:00 PM","MIL","PHX","FSNWI",150,"<<",NA,0,NA,"FSA",135,"1.6","3","30","45","","","21400495",0,0,0,0
"496",4190,496,"Sat","2014-1-4","10:00:00 PM","7:00:00 PM","PHI","POR","TCN-P",165,"0.7",1,21,31,"CSN-POR",165,"6.5","11","77","115","","","21400496",0,0,0,0
"497",4191,497,"Sat","2014-1-4","10:00:00 PM","7:00:00 PM","CHA","SAC","SSO-CHA",150,"0.4",1,4.8,4.8,"CSN-S",180,"1.6","2","22","30","","","21400497",0,0,0,0
"498",4192,498,"Sun","2014-1-5","1:00:00 PM","1:00:00 PM","MEM","DET","SSO-MEM",150,"1",2,7,NA,"FSD",150,"1.3","2","23","27","","","21400498",0,0,0,0
"499",4193,499,"Sun","2014-1-5","6:00:00 PM","6:00:00 PM","IND","CLE","FSI",150,"2.6",3,28,NA,"FSO",150,"2.2","3","32","54","","","21400499",0,0,0,0
"500",4194,500,"Sun","2014-1-5","6:00:00 PM","6:00:00 PM","TOR","MIA","TSN2",NA,"",NA,NA,NA,"SunSpM",150,"5.9","9","98","139","","TSN2","21400500",0,0,0,0
"501",4195,501,"Sun","2014-1-5","6:00:00 PM","6:00:00 PM","GSW","WAS","CSN-BA",150,"2",4,52,85,"CSN-W",135,"0.5","1","13","13","","","21400501",0,0,0,0
"502",4196,502,"Sun","2014-1-5","7:00:00 PM","6:00:00 PM","BOS","OKC","CSN-NE",150,"2.2",3,53,68,"FSOK",150,"8.8","12","64",NA,"","","21400502",0,0,0,0
"503",4197,503,"Sun","2014-1-5","7:30:00 PM","6:30:00 PM","NYK","DAL","MSG",150,"2.7",4,202,288,"FSSW-DAL",150,"1.4","2","36","59","NBA TV","","21400503",0.38,308,227,0
"504",4198,504,"Sun","2014-1-5","9:30:00 PM","6:30:00 PM","DEN","LAL","ASE",150,"2.6",4,41,61,"TWC SN/TWC D",135,"3.5","6","196","284","","","21400504",0,0,0,0
"505",4199,505,"Mon","2014-1-6","7:00:00 PM","7:00:00 PM","MIN","PHI","FSNN-MIN",135,"2.9",5,50,67,"CSN-P",135,"1","1","29","37","","","21400505",0,0,0,0
"506",4200,506,"Mon","2014-1-6","7:30:00 PM","7:30:00 PM","ATL","BRK","FSS-ATL",150,"0.8",1,18,29,"YES",150,"1","1","74","123","","","21400506",0,0,0,0
"507",4201,507,"Mon","2014-1-6","10:30:00 PM","7:30:00 PM","ORL","LAC","FSFL",150,"0.4",1,6,5,"FSNP",150,"0.8","1","45","67","","","21400507",0,0,0,0
"508",4202,508,"Tue","2014-1-7","7:00:00 PM","7:00:00 PM","WAS","CHA","CSN-W",135,"0.9",1,21,23,"SSO-CHA",150,"0.62","1","7","7.4","","","21400508",0,0,0,0
"509",4203,509,"Tue","2014-1-7","7:00:00 PM","7:00:00 PM","PHI","CLE","CSN-P",135,"0.6",1,17,19,"FSO",150,"4","6","59","91","","","21400509",0,0,0,0
"510",4204,510,"Tue","2014-1-7","7:00:00 PM","7:00:00 PM","TOR","IND","SNET360",NA,"",NA,NA,NA,"FSI",150,"6.7","10","74",NA,"","SNET360","21400510",0,0,0,0
"511",4205,511,"Tue","2014-1-7","7:30:00 PM","7:30:00 PM","NOP","MIA","FSNO",150,"2.4",3,16,NA,"SunSpM",150,"8.8","13","147","219","NBA TV","","21400511",0.49,373,293,0
"512",4206,512,"Tue","2014-1-7","7:30:00 PM","7:30:00 PM","DET","NYK","FSD",150,"1.4",2,26,32,"MSG",165,"2.8","4","210","286","","","21400512",0,0,0,0
"513",4207,513,"Tue","2014-1-7","8:00:00 PM","7:00:00 PM","PHX","CHI","FSA",150,"2.1",3,38,50,"WGN",150,"5.5","8","193","273","","","21400513",0,0,0,0
"514",4208,514,"Tue","2014-1-7","8:00:00 PM","7:00:00 PM","SAS","MEM","FSSW-SA",165,"7.9",12,72,NA,"SSO-MEM",165,"4.1","6","27",NA,"","","21400514",0,0,0,0
"515",4209,515,"Tue","2014-1-7","8:00:00 PM","7:00:00 PM","GSW","MIL","CSN-BA",135,"4.5",10,113,150,"FSNWI",150,"0.6","1","6",NA,"","","21400515",0,0,0,0
"516",4210,516,"Tue","2014-1-7","8:30:00 PM","7:30:00 PM","LAL","DAL","TWC SN/TWC D",135,"2.3",4,128,194,"FSSW-DAL",135,"2.7","4","72","92","","","21400516",0,0,0,0
"517",4211,517,"Tue","2014-1-7","9:00:00 PM","7:00:00 PM","BOS","DEN","CSN-NE",150,"1.8",3,44,53,"ASE",150,"2.5","4","39","57","","","21400517",0,0,0,0
"518",4212,518,"Tue","2014-1-7","9:00:00 PM","7:00:00 PM","OKC","UTA","FSOK",150,"8.1",12,59,NA,"ROOT",150,"3.5","6","32",NA,"","","21400518",0,0,0,0
"519",4213,519,"Tue","2014-1-7","10:00:00 PM","7:00:00 PM","POR","SAC","CSN-POR",180,"6.2",10,73,113,"CSN-S",210,"2.8","4","39","53","","","21400519",0,0,0,0
"520",4214,520,"Wed","2014-1-8","7:00:00 PM","6:00:00 PM","DAL","SAS","FSSW-DAL",150,"0.9",2,25,28,"KMYS",150,"7.2","11","65",NA,"ESPN","","21400520",1,1201,982,0
"521",4215,521,"Wed","2014-1-8","7:00:00 PM","7:00:00 PM","DET","TOR","FSD",165,"1.6",2,30,42,"SNET",NA,"","","","","","SNET","21400521",0,0,0,0
"522",4216,522,"Wed","2014-1-8","7:30:00 PM","7:30:00 PM","IND","ATL","FSI",135,"5.2",8,57,NA,"FSS-ATL",150,"1.6","2","39","49","","","21400522",0,0,0,0
"523",4217,523,"Wed","2014-1-8","7:30:00 PM","7:30:00 PM","GSW","BRK","CSN-BA",165,"4.5",10,115,144,"YES",165,"1.6","2","120","120","","","21400523",0,0,0,0
"524",4218,524,"Wed","2014-1-8","8:00:00 PM","7:00:00 PM","PHX","MIN","FSA",165,"2.2",3,41,64,"FSNN-MIN",165,"2.5","5","43","49","ESPN","","21400524",0.9,1106,898,0
"525",4219,525,"Wed","2014-1-8","8:00:00 PM","7:00:00 PM","WAS","NOP","CSN-W",150,"1.3",2,30,35,"FSNO",150,"1.15","1.6","7.5",NA,"","","21400525",0,0,0,0
"526",4220,526,"Wed","2014-1-8","9:30:00 PM","8:30:00 PM","LAL","HOU","TWC SN/TWC D",150,"2.1",4,121,147,"CSN-H",150,"1.3","2","29","38","","","21400526",0,0,0,0
"527",4221,527,"Wed","2014-1-8","10:00:00 PM","7:00:00 PM","ORL","POR","FSFL",150,"0.4",1,5,5,"CSN-POR",150,"6.7","11","80","108","","","21400527",0,0,0,0
"528",4222,528,"Wed","2014-1-8","10:30:00 PM","7:30:00 PM","BOS","LAC","CSN-NE",165,"1.8",5,44,52,"FSNP",165,"1.5","2","85","114","","","21400528",0,0,0,0
"529",4223,529,"Thu","2014-1-9","8:00:00 PM","8:00:00 PM","MIA","NYK","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21400529",2.4,3144,2368,0
"530",4224,530,"Thu","2014-1-9","10:30:00 PM","8:30:00 PM","OKC","DEN","FSOK",150,"5.5",10,40,NA,"",NA,"","","","","TNT","","21400530",1.5,1709,1435,0
"531",4225,531,"Fri","2014-1-10","7:00:00 PM","7:00:00 PM","WAS","IND","CSN-W",150,"0.3",NA,7,7,"FSI",150,"5","8","54",NA,"","","21400531",0,0,0,0
"532",4226,532,"Fri","2014-1-10","7:00:00 PM","7:00:00 PM","DET","PHI","FSD",150,"1.7",3,31,37,"CSN-P",150,"1.5","2","45","51","","","21400532",0,0,0,0
"533",4227,533,"Fri","2014-1-10","7:30:00 PM","7:30:00 PM","HOU","ATL","CSN-H",150,"1.2",2,28,45,"FSS-ATL",150,"1.4","2","32","34","","","21400533",0,0,0,0
"534",4228,534,"Fri","2014-1-10","8:00:00 PM","7:00:00 PM","PHX","MEM","FSA",150,"2.3",4,43,75,"SSO-MEM",150,"2.7","4","18",NA,"","","21400534",0,0,0,0
"535",4229,535,"Fri","2014-1-10","8:00:00 PM","7:00:00 PM","CHA","MIN","SSO-CHA",150,"0.42",1,5.2,6.3,"FSNN-MIN",135,"3","5","52","67","","","21400535",0,0,0,0
"536",4230,536,"Fri","2014-1-10","8:00:00 PM","7:00:00 PM","DAL","NOP","FSSW-DAL",135,"1.8",3,48,54,"FSNO",150,"1.28","1.7","8.4",NA,"","","21400536",0,0,0,0
"537",4231,537,"Fri","2014-1-10","8:00:00 PM","8:00:00 PM","MIA","BRK","SunSpM",195,"5.8",9,96,137,"YES",195,"1.4","2","103","132","ESPN","","21400537",2,2485,1906,0
"538",4232,538,"Fri","2014-1-10","8:30:00 PM","7:30:00 PM","CHI","MIL","CSN-C",150,"3.2",5,112,172,"FSNWI",150,"0.2","","2",NA,"","","21400538",0,0,0,0
"539",4233,539,"Fri","2014-1-10","9:00:00 PM","7:00:00 PM","CLE","UTA","FSO",135,"4",7,59,79,"ROOT",150,"2.563636364","4.818181818","23.45454545",NA,"","","21400539",0,0,0,0
"540",4234,540,"Fri","2014-1-10","10:00:00 PM","7:00:00 PM","ORL","SAC","FSFL",150,"0.4",1,6,8,"CSN-S",165,"2","3","27","41","","","21400540",0,0,0,0
"541",4235,541,"Fri","2014-1-10","10:30:00 PM","7:30:00 PM","BOS","GSW","CSN-NE",150,"1.7",4,42,60,"CSN-BA",150,"4.1","8","104","155","","","21400541",0,0,0,0
"542",4236,542,"Fri","2014-1-10","10:30:00 PM","7:30:00 PM","LAL","LAC","TWC SN/TWC D",165,"1.6",3,90,138,"FSNP",165,"0.8","1","47","52","ESPN","","21400542",1.3,1524,1261,0
"543",4237,543,"Sat","2014-1-11","7:00:00 PM","7:00:00 PM","BRK","TOR","YES",150,"0.5",1,37,60,"TSN2",NA,"","","","","","TSN2","21400543",0,0,0,0
"544",4238,544,"Sat","2014-1-11","7:00:00 PM","7:00:00 PM","HOU","WAS","CSN-H",210,"0.9",2,21,32,"CSN-W",210,"0.7","1","17","24","","","21400544",0,0,0,0
"545",4239,545,"Sat","2014-1-11","7:30:00 PM","7:30:00 PM","PHX","DET","FSA",150,"1.2",2,22,32,"FSD",150,"1.3","2","24","33","","","21400545",0,0,0,0
"546",4240,546,"Sat","2014-1-11","7:30:00 PM","7:30:00 PM","NYK","PHI","MSG",150,"2.2",3,163,247,"CSN-P",150,"0.5","1","15","26","","","21400546",0,0,0,0
"547",4241,547,"Sat","2014-1-11","8:00:00 PM","7:00:00 PM","CHA","CHI","SSO-CHA",150,"0.43",1,5.1,5.9,"CSN-C",150,"1.9","3","67","108","","","21400547",0,0,0,0
"548",4242,548,"Sat","2014-1-11","8:00:00 PM","7:00:00 PM","MIL","OKC","FSNWI",150,"0.3",1,3,NA,"FSOK",150,"7.94","13.1","57.9",NA,"","","21400548",0,0,0,0
"549",4243,549,"Sat","2014-1-11","8:30:00 PM","7:30:00 PM","NOP","DAL","FSNO",150,"0.88",1.4,5.9,NA,"FSSW-DAL",165,"0.9","1","23","33","","","21400549",0,0,0,0
"550",4244,550,"Sat","2014-1-11","9:00:00 PM","7:00:00 PM","ORL","DEN","FSFL",150,"0.3",1,5,3,"ASE2",150,"0.86","1.3","13.4","18.8","","","21400550",0,0,0,0
"551",4245,551,"Sat","2014-1-11","10:00:00 PM","7:00:00 PM","BOS","POR","CSN-NE",135,"0.2",NA,5,6,"KGW",150,"8.8","15","104","152","","","21400551",0,0,0,0
"552",4246,552,"Sun","2014-1-12","6:00:00 PM","3:00:00 PM","CLE","SAC","FSO",150,"1.9",3,29,38,"CSN-S",165,"1.4","2","19","26","","","21400552",0,0,0,0
"553",4247,553,"Sun","2014-1-12","6:00:00 PM","5:00:00 PM","ATL","MEM","FSS-ATL",150,"0.6",1,14,16,"SSO-MEM",150,"1.6","2","10",NA,"","","21400553",0,0,0,0
"554",4248,554,"Sun","2014-1-12","7:00:00 PM","6:00:00 PM","MIN","SAS","FSNN-MIN",135,"1.7",3,29,36,"FSSW-SA",135,"7.7","12","69",NA,"","","21400554",0,0,0,0
"555",4249,555,"Mon","2014-1-13","7:00:00 PM","7:00:00 PM","MIL","TOR","",NA,"",NA,NA,NA,"TSN",NA,"","","","","","TSN","21400555",0,0,0,0
"556",4250,556,"Mon","2014-1-13","7:30:00 PM","7:30:00 PM","HOU","BOS","CSN-H",150,"1.2",2,28,46,"CSN-NE",150,"2.2","3","54","70","","","21400556",0,0,0,0
"557",4251,557,"Mon","2014-1-13","7:30:00 PM","7:30:00 PM","PHX","NYK","FSA",195,"2.6",4,48,64,"MSG",195,"4","6","295","448","","","21400557",0,0,0,0
"558",4252,558,"Mon","2014-1-13","8:00:00 PM","7:00:00 PM","WAS","CHI","CSN-W",150,"1.5",2,37,43,"CSN-C",150,"3.3","5","118","166","NBA TV","","21400558",0.2,155,121,0
"559",4253,559,"Mon","2014-1-13","8:00:00 PM","7:00:00 PM","SAS","NOP","FSSW-SA",150,"8.7",13,79,NA,"FSNO",150,"2.1","3","14",NA,"","","21400559",0,0,0,0
"560",4254,560,"Mon","2014-1-13","8:30:00 PM","7:30:00 PM","ORL","DAL","FSFL",150,"0.7",1,10,16,"FSSW-DAL",135,"1.6","2","42","50","","","21400560",0,0,0,0
"561",4255,561,"Mon","2014-1-13","9:00:00 PM","7:00:00 PM","DEN","UTA","ASE",150,"2.2",3,34,55,"ROOT",150,"4.8","9","44",NA,"","","21400561",0,0,0,0
"562",4256,562,"Tue","2014-1-14","7:00:00 PM","7:00:00 PM","NYK","CHA","MSG",150,"2.9",4,213,301,"SSO-CHA",150,"0.54","1","6.2","6.2","","","21400562",0,0,0,0
"563",4257,563,"Tue","2014-1-14","7:00:00 PM","7:00:00 PM","SAC","IND","CSN-S",165,"1.9",4,26,31,"FSI",150,"4.9","8","54",NA,"NBA TV","","21400563",0.33,255,197,0
"564",4258,564,"Tue","2014-1-14","8:00:00 PM","7:00:00 PM","OKC","MEM","FSOK",150,"7.9",12,57,NA,"SSO-MEM",150,"4.1","6","28",NA,"","","21400564",0,0,0,0
"565",4259,565,"Tue","2014-1-14","10:30:00 PM","7:30:00 PM","CLE","LAL","FSO",150,"2.4",5,35,49,"TWC SN/TWC D",150,"2.7","4","152","218","","","21400565",0,0,0,0
"566",4260,566,"Wed","2014-1-15","7:00:00 PM","7:00:00 PM","CHI","ORL","CSN-C",210,"3.5",6,125,166,"FSFL",210,"0.9","1","13","15","","","21400566",0,0,0,0
"567",4261,567,"Wed","2014-1-15","7:00:00 PM","7:00:00 PM","CHA","PHI","SSO-CHA",150,"0.49",1,5.4,5.5,"CSN-P",150,"0.8","1","23","34","","","21400567",0,0,0,0
"568",4262,568,"Wed","2014-1-15","7:00:00 PM","7:00:00 PM","MIA","WAS","SunSpM",150,"8.1",13,135,179,"CSN-W",150,"2.2","4","53","71","","","21400568",0,0,0,0
"569",4263,569,"Wed","2014-1-15","7:30:00 PM","7:30:00 PM","TOR","BOS","SNET1",NA,"",NA,NA,NA,"CSN-NE",150,"3.2","5","79","90","","SNET1","21400569",0,0,0,0
"570",4264,570,"Wed","2014-1-15","8:00:00 PM","7:00:00 PM","MEM","MIL","SSO-MEM",150,"4.4",7,30,NA,"FSNWI",150,"0.6","1","6",NA,"","","21400570",0,0,0,0
"571",4265,571,"Wed","2014-1-15","8:00:00 PM","7:00:00 PM","SAC","MIN","CSN-S",165,"2.4",4,33,45,"FSNN-MIN",150,"2.9","5","51","68","","","21400571",0,0,0,0
"572",4266,572,"Wed","2014-1-15","8:00:00 PM","7:00:00 PM","HOU","NOP","CSN-H",165,"1",2,24,28,"FSNO",165,"1.3","2","9",NA,"","","21400572",0,0,0,0
"573",4267,573,"Wed","2014-1-15","8:00:00 PM","7:00:00 PM","UTA","SAS","ROOT",150,"2.5",5,23,NA,"FSSW-SA",150,"7.5","12","68",NA,"ESPN","","21400573",0.8,996,819,0
"574",4268,574,"Wed","2014-1-15","9:00:00 PM","7:00:00 PM","LAL","PHX","TWC SN/TWC D",150,"2.2",4,124,192,"FSA",150,"2.8","4","53","73","","","21400574",0,0,0,0
"575",4269,575,"Wed","2014-1-15","10:00:00 PM","7:00:00 PM","CLE","POR","FSO",150,"2.1",4,32,46,"KGW",150,"9.2","15","109","153","","","21400575",0,0,0,0
"576",4270,576,"Wed","2014-1-15","10:30:00 PM","7:30:00 PM","DEN","GSW","ASE",165,"1",2,16,23,"CSN-BA",165,"3.9","7","97","146","ESPN","","21400576",1,1196,961,0
"577",4271,577,"Wed","2014-1-15","10:30:00 PM","7:30:00 PM","DAL","LAC","FSSW-DAL",165,"2.9",6,76,92,"FSNP",165,"1.5","2","87","116","","","21400577",0,0,0,0
"578",4273,578,"Thu","2014-1-16","7:00:00 PM","7:00:00 PM","NYK","IND","MSG",165,"1.8",3,137,183,"",NA,"","","","","TNT","","21400578",1.3,1634,1290,0
"579",4272,579,"Thu","2014-1-16","3:00:00 PM","8:00:00 PM","BRK","ATL","YES",135,"0.5",1,35,41,"FSS-ATL",135,"0.7","2","17","20","NBA TV","","21400579",0.16,96,94,0
"580",4274,580,"Thu","2014-1-16","9:30:00 PM","8:30:00 PM","OKC","HOU","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21400580",1.5,1915,1504,0
"581",4275,581,"Fri","2014-1-17","7:00:00 PM","7:00:00 PM","LAC","NYK","FSNP",165,"0.7",1,37,46,"MSG",150,"1.8","3","135","209","ESPN","","21400581",1,1103,950,0
"582",4276,582,"Fri","2014-1-17","7:00:00 PM","7:00:00 PM","CHA","ORL","SSO-CHA",150,"0.87",1.4,10,12.2,"FSFL",150,"0.8","1","12","14","","","21400582",0,0,0,0
"583",4277,583,"Fri","2014-1-17","7:00:00 PM","7:00:00 PM","MIA","PHI","SunSpM",165,"5.4",9,89,134,"CSN-P",150,"1.3","2","38","61","","","21400583",0,0,0,0
"584",4278,584,"Fri","2014-1-17","7:00:00 PM","7:00:00 PM","MIN","TOR","FSNN-MIN",150,"2.2",4,38,45,"TSN",NA,"","","","","","TSN","21400584",0,0,0,0
"585",4279,585,"Fri","2014-1-17","7:00:00 PM","7:00:00 PM","CHI","WAS","CSN-C",150,"2",3,71,98,"CSN-W",150,"1.4","2","34","39","","","21400585",0,0,0,0
"586",4280,586,"Fri","2014-1-17","7:30:00 PM","7:30:00 PM","LAL","BOS","TWC SN/TWC D",150,"1.5",3,85,116,"CSN-NE",150,"4.1","7","100","126","","","21400586",0,0,0,0
"587",4281,587,"Fri","2014-1-17","7:30:00 PM","7:30:00 PM","UTA","DET","ROOT",150,"3.7",8,34,NA,"FSD",150,"1.7","3","32","41","","","21400587",0,0,0,0
"588",4282,588,"Fri","2014-1-17","8:00:00 PM","7:00:00 PM","SAC","MEM","KXTV",150,"3.2",6,45,61,"SSO-MEM",150,"2.66","4.1","17.9",NA,"","","21400588",0,0,0,0
"589",4283,589,"Fri","2014-1-17","8:30:00 PM","7:30:00 PM","POR","SAS","CSN-POR",150,"5.5",10,65,98,"FSSW-SA",135,"9","16","81",NA,"","","21400589",0,0,0,0
"590",4284,590,"Fri","2014-1-17","9:00:00 PM","7:00:00 PM","CLE","DEN","FSO",150,"2.8",5,41,48,"ASE",150,"2.2","4","34","50","","","21400590",0,0,0,0
"591",4285,591,"Fri","2014-1-17","9:00:00 PM","7:00:00 PM","DAL","PHX","FSSW-DAL",150,"2.5",4,66,85,"FSA",150,"2.5","4","47","55","","","21400591",0,0,0,0
"592",4286,592,"Fri","2014-1-17","9:30:00 PM","8:30:00 PM","GSW","OKC","CSN-BA",150,"2.8",5,70,112,"FSOK",150,"6.4","12","47",NA,"ESPN","","21400592",1.5,1721,1408,0
"593",4289,593,"Sat","2014-1-18","7:30:00 PM","7:30:00 PM","MIA","CHA","SunSpM",165,"7.7",13,128,176,"SSO-CHA",150,"1.56","2.5","18.2","24.8","","","21400593",0,0,0,0
"594",4287,594,"Sat","2014-1-18","7:00:00 PM","7:00:00 PM","LAC","IND","FSNP",150,"1.5",3,85,119,"FSI",150,"6.4","11","70",NA,"NBA TV","","21400594",0.39,310,234,0
"595",4288,595,"Sat","2014-1-18","7:00:00 PM","7:00:00 PM","DET","WAS","FSD+",165,"0.4",1,8,9,"CSN-W",150,"2","4","47","59","","","21400595",0,0,0,0
"596",4290,596,"Sat","2014-1-18","8:00:00 PM","7:00:00 PM","PHI","CHI","CSN-P",150,"0.6",1,17,20,"WGN",150,"4.8","8","169","264","","","21400596",0,0,0,0
