Season,Home,Away,Date,Attendance,Capacity
2011,PHX,NOP,2012-4-1,15753,19023
2011,TOR,WAS,2012-4-1,16858,19800
2011,HOU,IND,2012-4-1,18197,18055
2011,OKC,CHI,2012-4-1,18203,18203
2011,BOS,MIA,2012-4-1,18624,18624
2011,ORL,DEN,2012-4-1,18846,18846
2011,LAL,GSW,2012-4-1,18997,18997
2011,POR,MIN,2012-4-1,20359,21538
2011,SAC,MIN,2012-4-2,12279,17317
2011,WAS,MIL,2012-4-2,16234,20356
2011,OKC,MEM,2012-4-2,18203,18203
2011,POR,UTA,2012-4-2,20050,21538
2011,DAL,LAC,2012-4-2,20479,19200
2011,CHI,HOU,2012-4-2,21936,20917
2011,SAC,PHX,2012-4-3,12462,17317
2011,MEM,GSW,2012-4-3,14310,18119
2011,TOR,CHA,2012-4-3,14640,19800
2011,CLE,SAS,2012-4-3,14759,20562
2011,DET,ORL,2012-4-3,16741,19971
2011,IND,NYK,2012-4-3,17042,18165
2011,LAL,BRK,2012-4-3,18997,18997
2011,MIA,PHI,2012-4-3,20015,19600
2011,MIL,CLE,2012-4-4,11849,18717
2011,ATL,CHA,2012-4-4,13046,18047
2011,WAS,IND,2012-4-4,14561,20356
2011,NOP,DEN,2012-4-4,15020,16867
2011,MIN,GSW,2012-4-4,17161,19356
2011,PHI,TOR,2012-4-4,18186,20328
2011,BOS,SAS,2012-4-4,18624,18624
2011,LAC,LAL,2012-4-4,19819,19060
2011,UTA,PHX,2012-4-4,19911,19911
2011,MIA,OKC,2012-4-4,20104,19600
2011,DAL,MEM,2012-4-4,20233,19200
2011,POR,BRK,2012-4-4,20464,21538
2011,DET,WAS,2012-4-5,12681,19971
2011,SAC,LAC,2012-4-5,14411,17317
2011,ORL,NYK,2012-4-5,19098,18846
2011,CHI,BOS,2012-4-5,22423,20917
2011,BRK,WAS,2012-4-6,12783,20049
2011,MIL,CHA,2012-4-6,13374,18717
2011,ATL,DET,2012-4-6,15143,18047
2011,TOR,CLE,2012-4-6,16565,19800
2011,IND,OKC,2012-4-6,18165,18165
2011,SAS,NOP,2012-4-6,18581,18418
2011,UTA,GSW,2012-4-6,18933,19911
2011,LAL,HOU,2012-4-6,18997,18997
2011,DEN,PHX,2012-4-6,19155,19155
2011,MIA,MEM,2012-4-6,20008,19600
2011,DAL,POR,2012-4-6,20544,19200
2011,CHA,ATL,2012-4-7,14715,19077
2011,MIL,POR,2012-4-7,14969,18717
2011,NOP,MIN,2012-4-7,15520,16867
2011,IND,BOS,2012-4-7,16892,18165
2011,MEM,DAL,2012-4-7,18119,18119
2011,PHX,LAL,2012-4-7,18237,19023
2011,GSW,DEN,2012-4-7,18942,19596
2011,LAC,SAC,2012-4-7,19060,19060
2011,PHI,ORL,2012-4-7,19775,20328
2011,BRK,CLE,2012-4-8,11341,20049
2011,SAC,HOU,2012-4-8,13299,17317
2011,OKC,TOR,2012-4-8,18203,18203
2011,SAS,UTA,2012-4-8,18581,18418
2011,BOS,PHI,2012-4-8,18624,18624
2011,NYK,CHI,2012-4-8,19033,19812
2011,MIA,DET,2012-4-8,20017,19600
2011,CHA,WAS,2012-4-9,10303,19077
2011,IND,TOR,2012-4-9,11021,18165
2011,MIL,OKC,2012-4-9,14111,18717
2011,DEN,GSW,2012-4-9,15530,19155
2011,MEM,LAC,2012-4-9,17219,18119
2011,MIN,PHX,2012-4-9,17274,19356
2011,NOP,LAL,2012-4-9,17275,16867
2011,ORL,DET,2012-4-9,18998,18846
2011,UTA,SAS,2012-4-9,19911,19911
2011,POR,HOU,2012-4-9,20487,21538
2011,CLE,CHA,2012-4-10,13576,20562
2011,WAS,ORL,2012-4-10,15355,20356
2011,BRK,PHI,2012-4-10,15376,20049
2011,MIA,BOS,2012-4-10,19954,19600
2011,DAL,SAC,2012-4-10,20241,19200
2011,CHI,NYK,2012-4-10,22131,20917
2011,CLE,IND,2012-4-11,14307,20562
2011,MEM,PHX,2012-4-11,15239,18119
2011,MIL,NYK,2012-4-11,15534,18717
2011,DEN,MIN,2012-4-11,15823,19155
2011,TOR,PHI,2012-4-11,16324,19800
2011,NOP,SAC,2012-4-11,16906,16867
2011,OKC,LAC,2012-4-11,18203,18203
2011,HOU,UTA,2012-4-11,18273,18055
2011,SAS,LAL,2012-4-11,18581,18418
2011,BOS,ATL,2012-4-11,18624,18624
2011,POR,GSW,2012-4-11,20502,21538
2011,CHA,DET,2012-4-12,10828,19077
2011,MIN,LAC,2012-4-12,16016,19356
2011,GSW,DAL,2012-4-12,17929,19596
2011,SAS,MEM,2012-4-12,18581,18418
2011,CHI,MIA,2012-4-12,23015,20917
2011,IND,CLE,2012-4-13,13356,18165
2011,DET,MIL,2012-4-13,15255,19971
2011,NOP,UTA,2012-4-13,16326,16867
2011,TOR,BOS,2012-4-13,17270,19800
2011,OKC,SAC,2012-4-13,18203,18203
2011,HOU,PHX,2012-4-13,18223,18055
2011,ORL,ATL,2012-4-13,18846,18846
2011,LAL,DEN,2012-4-13,18997,18997
2011,NYK,WAS,2012-4-13,19033,19812
2011,PHI,BRK,2012-4-13,19169,20328
2011,MIA,CHA,2012-4-13,19600,19600
2011,POR,DAL,2012-4-13,20304,21538
2011,MIL,IND,2012-4-14,15143,18717
2011,MEM,UTA,2012-4-14,17190,18119
2011,WAS,CLE,2012-4-14,17200,20356
2011,SAS,PHX,2012-4-14,18581,18418
2011,BRK,BOS,2012-4-14,18711,20049
2011,LAC,GSW,2012-4-14,19060,19060
2011,MIN,OKC,2012-4-14,19552,19356
2011,ATL,TOR,2012-4-15,13845,18047
2011,CHA,BOS,2012-4-15,15169,19077
2011,NOP,MEM,2012-4-15,15570,16867
2011,SAC,POR,2012-4-15,16012,17317
2011,CLE,ORL,2012-4-15,16305,20562
2011,DET,CHI,2012-4-15,17450,19971
2011,DEN,HOU,2012-4-15,17954,19155
2011,LAL,DAL,2012-4-15,18997,18997
2011,NYK,MIA,2012-4-15,19033,19812
2011,CHA,NOP,2012-4-16,10876,19077
2011,IND,MIN,2012-4-16,11845,18165
2011,PHX,POR,2012-4-16,15322,19023
2011,HOU,DEN,2012-4-16,15988,18055
2011,TOR,ATL,2012-4-16,15992,19800
2011,GSW,SAS,2012-4-16,18471,19596
2011,BRK,MIA,2012-4-16,18711,20049
2011,ORL,PHI,2012-4-16,18846,18846
2011,UTA,DAL,2012-4-16,19363,19911
2011,LAC,OKC,2012-4-16,19516,19060
2011,CHI,WAS,2012-4-16,22307,20917
2011,DET,CLE,2012-4-17,11595,19971
2011,MIN,MEM,2012-4-17,16709,19356
2011,PHI,IND,2012-4-17,18969,20328
2011,LAL,SAS,2012-4-17,18997,18997
2011,NYK,BOS,2012-4-17,19033,19812
2011,WAS,MIL,2012-4-18,14141,20356
2011,CHA,CHI,2012-4-18,14221,19077
2011,ATL,DET,2012-4-18,14392,18047
2011,MEM,NOP,2012-4-18,14507,18119
2011,CLE,PHI,2012-4-18,14678,20562
2011,PHX,OKC,2012-4-18,14873,19023
2011,SAC,SAS,2012-4-18,16954,17317
2011,DEN,LAC,2012-4-18,17219,19155
2011,GSW,LAL,2012-4-18,18547,19596
2011,BOS,ORL,2012-4-18,18624,18624
2011,BRK,NYK,2012-4-18,18711,20049
2011,MIA,TOR,2012-4-18,19600,19600
2011,DAL,HOU,2012-4-18,20508,19200
2011,POR,UTA,2012-4-18,20545,21538
2011,IND,MIL,2012-4-19,12453,18165
2011,DET,MIN,2012-4-19,12458,19971
2011,PHX,LAC,2012-4-19,14644,19023
2011,NOP,HOU,2012-4-19,18315,16867
2011,MIA,CHI,2012-4-19,20008,19600
2011,CHA,MEM,2012-4-20,13428,19077
2011,ATL,BOS,2012-4-20,16214,18047
2011,SAC,OKC,2012-4-20,16882,17317
2011,SAS,LAL,2012-4-20,18581,18418
2011,CLE,NYK,2012-4-20,19349,20562
2011,DAL,GSW,2012-4-20,20547,19200
2011,HOU,GSW,2012-4-21,15436,18055
2011,PHX,DEN,2012-4-21,15877,19023
2011,MIL,BRK,2012-4-21,15939,18717
2011,IND,PHI,2012-4-21,17701,18165
2011,MEM,POR,2012-4-21,17904,18119
2011,UTA,ORL,2012-4-21,19580,19911
2011,MIA,WAS,2012-4-21,19722,19600
2011,CHI,DAL,2012-4-21,22945,20917
2011,CHA,SAC,2012-4-22,11317,19077
2011,DET,TOR,2012-4-22,14370,19971
2011,MIN,GSW,2012-4-22,15872,19356
2011,ATL,NYK,2012-4-22,18158,18047
2011,SAS,CLE,2012-4-22,18581,18418
2011,LAL,OKC,2012-4-22,18997,18997
2011,LAC,NOP,2012-4-22,19060,19060
2011,DEN,ORL,2012-4-22,19155,19155
2011,MIA,HOU,2012-4-22,19859,19600
2011,IND,DET,2012-4-23,13584,18165
2011,MIL,TOR,2012-4-23,13867,18717
2011,MEM,CLE,2012-4-23,15504,18119
2011,WAS,CHA,2012-4-23,17355,20356
2011,SAS,POR,2012-4-23,18581,18418
2011,BRK,PHI,2012-4-23,18711,20049
2011,GSW,NOP,2012-4-24,17598,19596
2011,OKC,SAC,2012-4-24,18203,18203
2011,ATL,LAC,2012-4-24,18223,18047
2011,BOS,MIA,2012-4-24,18624,18624
2011,UTA,PHX,2012-4-24,19911,19911
2011,MIL,PHI,2012-4-25,13489,18717
2011,PHX,SAS,2012-4-25,17172,19023
2011,CLE,WAS,2012-4-25,18086,20562
2011,IND,CHI,2012-4-25,18165,18165
2011,OKC,DEN,2012-4-25,18203,18203
2011,NYK,LAC,2012-4-25,19033,19812
2011,ORL,CHA,2012-4-25,19152,18846
2011,ATL,DAL,2012-4-26,14595,18047
2011,MIN,DEN,2012-4-26,14824,19356
2011,DET,PHI,2012-4-26,15372,19971
2011,CHA,NYK,2012-4-26,16023,19077
2011,SAC,LAL,2012-4-26,16281,17317
2011,HOU,NOP,2012-4-26,16602,18055
2011,MEM,ORL,2012-4-26,17215,18119
2011,GSW,SAS,2012-4-26,18124,19596
2011,TOR,BRK,2012-4-26,18161,19800
2011,BOS,MIL,2012-4-26,18624,18624
2011,WAS,MIA,2012-4-26,19537,20356
2011,UTA,POR,2012-4-26,19554,19911
2011,CHI,CLE,2012-4-26,22563,20917
2012,LAL,DAL,2012-10-30,18997,18997
2012,MIA,BOS,2012-10-30,20296,19600
2012,CLE,WAS,2012-10-30,20562,20562
2012,NOP,SAS,2012-10-31,15358,16867
2012,PHX,GSW,2012-10-31,15678,19023
2012,DET,HOU,2012-10-31,16646,19971
2012,UTA,DAL,2012-10-31,17634,19911
2012,LAC,MEM,2012-10-31,19060,19060
2012,PHI,DEN,2012-10-31,19101,20328
2012,TOR,IND,2012-10-31,19800,19800
2012,POR,LAL,2012-10-31,20401,21538
2012,CHI,SAC,2012-10-31,21313,20917
2012,SAS,OKC,2012-11-1,18581,18418
2012,NOP,UTA,2012-11-2,14147,16867
2012,PHX,DET,2012-11-2,15107,19023
2012,OKC,POR,2012-11-2,18203,18203
2012,ATL,HOU,2012-11-2,18238,18047
2012,BOS,MIL,2012-11-2,18624,18624
2012,ORL,DEN,2012-11-2,18846,18846
2012,LAL,LAC,2012-11-2,18997,18997
2012,NYK,MIA,2012-11-2,19033,19812
2012,CHA,IND,2012-11-2,19124,19077
2012,MIN,SAC,2012-11-2,19356,19356
2012,GSW,MEM,2012-11-2,19596,19596
2012,CLE,CHI,2012-11-2,20562,20562
2012,MIL,CLE,2012-11-3,17086,18717
2012,BRK,TOR,2012-11-3,17732,17732
2012,HOU,POR,2012-11-3,18140,18055
2012,IND,SAC,2012-11-3,18165,18165
2012,SAS,UTA,2012-11-3,18581,18418
2012,LAC,GSW,2012-11-3,19060,19060
2012,DAL,CHA,2012-11-3,19490,19200
2012,MIA,DEN,2012-11-3,20104,19600
2012,WAS,BOS,2012-11-3,20308,20356
2012,CHI,NOP,2012-11-3,21758,20917
2012,TOR,MIN,2012-11-4,16754,19800
2012,ORL,PHX,2012-11-4,17022,18846
2012,OKC,ATL,2012-11-4,18203,18203
2012,LAL,DET,2012-11-4,18997,18997
2012,NYK,PHI,2012-11-4,19033,19812
2012,BRK,MIN,2012-11-5,14017,17732
2012,PHI,NYK,2012-11-5,15783,20328
2012,SAS,IND,2012-11-5,17158,18418
2012,SAC,GSW,2012-11-5,17317,17317
2012,MEM,UTA,2012-11-5,17401,18119
2012,LAC,CLE,2012-11-5,19060,19060
2012,DAL,POR,2012-11-5,19521,19200
2012,MIA,PHX,2012-11-5,19600,19600
2012,OKC,TOR,2012-11-6,18203,18203
2012,DEN,DET,2012-11-6,19155,19155
2012,CHI,ORL,2012-11-6,21216,20917
2012,SAC,DET,2012-11-7,10185,17317
2012,ATL,IND,2012-11-7,10684,18047
2012,MIL,MEM,2012-11-7,11465,18717
2012,NOP,PHI,2012-11-7,12988,16867
2012,HOU,DEN,2012-11-7,13372,18055
2012,CHA,PHX,2012-11-7,13905,19077
2012,MIN,ORL,2012-11-7,17121,19356
2012,GSW,CLE,2012-11-7,18124,19596
2012,BOS,WAS,2012-11-7,18624,18624
2012,LAC,SAS,2012-11-7,19060,19060
2012,MIA,BRK,2012-11-7,19627,19600
2012,DAL,TOR,2012-11-7,19763,19200
2012,UTA,LAL,2012-11-7,19911,19911
2012,POR,LAC,2012-11-8,20425,21538
2012,CHI,OKC,2012-11-8,21737,20917
2012,NOP,CHA,2012-11-9,12668,16867
2012,SAC,SAS,2012-11-9,13505,17317
2012,WAS,MIL,2012-11-9,14531,20356
2012,PHX,CLE,2012-11-9,15236,19023
2012,DEN,UTA,2012-11-9,15523,19155
2012,MEM,HOU,2012-11-9,16087,18119
2012,ATL,MIA,2012-11-9,16785,18047
2012,ORL,BRK,2012-11-9,17532,18846
2012,OKC,DET,2012-11-9,18203,18203
2012,MIN,IND,2012-11-9,18222,19356
2012,BOS,PHI,2012-11-9,18624,18624
2012,LAL,GSW,2012-11-9,18997,18997
2012,NYK,DAL,2012-11-9,19033,19812
2012,IND,WAS,2012-11-10,12036,18165
2012,MIL,BOS,2012-11-10,14589,18717
2012,HOU,DET,2012-11-10,15037,18055
2012,CHA,DAL,2012-11-10,15763,19077
2012,UTA,PHX,2012-11-10,19100,19911
2012,GSW,DEN,2012-11-10,19596,19596
2012,TOR,PHI,2012-11-10,19800,19800
2012,POR,SAS,2012-11-10,20447,21538
2012,CHI,MIN,2012-11-10,21974,20917
2012,BRK,ORL,2012-11-11,16523,17732
2012,MEM,MIA,2012-11-11,18119,18119
2012,OKC,CLE,2012-11-11,18203,18203
2012,LAL,SAC,2012-11-11,18997,18997
2012,LAC,ATL,2012-11-11,19060,19060
2012,DET,OKC,2012-11-12,12784,19971
2012,PHX,DEN,2012-11-12,14060,19023
2012,PHI,MIL,2012-11-12,15086,20328
2012,HOU,MIA,2012-11-12,18041,18055
2012,TOR,UTA,2012-11-12,18230,19800
2012,POR,ATL,2012-11-12,19095,21538
2012,DAL,MIN,2012-11-12,19322,19200
2012,CHI,BOS,2012-11-12,21712,20917
2012,SAC,POR,2012-11-13,10153,17317
2012,CHA,WAS,2012-11-13,11139,19077
2012,IND,TOR,2012-11-13,11947,18165
2012,BRK,CLE,2012-11-13,17032,17732
2012,ORL,NYK,2012-11-13,18846,18846
2012,LAL,SAS,2012-11-13,18997,18997
2012,MIL,IND,2012-11-14,11573,18717
2012,PHI,DET,2012-11-14,11879,20328
2012,MIN,CHA,2012-11-14,13272,19356
2012,HOU,NOP,2012-11-14,14535,18055
2012,PHX,CHI,2012-11-14,15305,19023
2012,GSW,ATL,2012-11-14,18107,19596
2012,OKC,MEM,2012-11-14,18203,18203
2012,BOS,UTA,2012-11-14,18624,18624
2012,LAC,MIA,2012-11-14,19146,19060
2012,DAL,WAS,2012-11-14,19560,19200
2012,BRK,BOS,2012-11-15,17732,17732
2012,SAS,NYK,2012-11-15,18581,18418
2012,DEN,MIA,2012-11-15,19155,19155
2012,DET,ORL,2012-11-16,11594,19971
2012,SAC,ATL,2012-11-16,11814,17317
2012,IND,DAL,2012-11-16,15110,18165
2012,NOP,OKC,2012-11-16,15458,16867
2012,PHI,UTA,2012-11-16,15851,20328
2012,MIN,GSW,2012-11-16,16013,19356
2012,MEM,NYK,2012-11-16,17516,18119
2012,LAL,PHX,2012-11-16,18997,18997
2012,POR,HOU,2012-11-16,20382,21538
2012,MIL,NOP,2012-11-17,14731,18717
2012,WAS,UTA,2012-11-17,16210,20356
2012,CHA,MEM,2012-11-17,16541,19077
2012,PHX,MIA,2012-11-17,16840,19023
2012,SAS,DEN,2012-11-17,18581,18418
2012,BOS,TOR,2012-11-17,18624,18624
2012,CLE,DAL,2012-11-17,18633,20562
2012,LAC,CHI,2012-11-17,19060,19060
2012,SAC,BRK,2012-11-18,11965,17317
2012,DET,BOS,2012-11-18,12214,19971
2012,PHI,CLE,2012-11-18,15021,20328
2012,OKC,GSW,2012-11-18,18203,18203
2012,TOR,ORL,2012-11-18,18702,19800
2012,LAL,HOU,2012-11-18,18997,18997
2012,NYK,IND,2012-11-18,19033,19812
2012,POR,CHI,2012-11-18,20242,21538
2012,CHA,MIL,2012-11-19,11248,19077
2012,WAS,IND,2012-11-19,14426,20356
2012,ATL,ORL,2012-11-19,15066,18047
2012,MEM,DEN,2012-11-19,15111,18119
2012,SAS,LAC,2012-11-19,17920,18418
2012,UTA,HOU,2012-11-19,19197,19911
2012,DAL,GSW,2012-11-19,20034,19200
2012,NOP,NYK,2012-11-20,13705,16867
2012,PHI,TOR,2012-11-20,13965,20328
2012,LAL,BRK,2012-11-20,18997,18997
2012,ATL,WAS,2012-11-21,11338,18047
2012,IND,NOP,2012-11-21,12633,18165
2012,PHX,POR,2012-11-21,14263,19023
2012,CHA,TOR,2012-11-21,15240,19077
2012,SAC,LAL,2012-11-21,15249,17317
2012,HOU,CHI,2012-11-21,15950,18055
2012,CLE,PHI,2012-11-21,16743,20562
2012,MIN,DEN,2012-11-21,16879,19356
2012,ORL,DET,2012-11-21,17199,18846
2012,OKC,LAC,2012-11-21,18203,18203
2012,GSW,BRK,2012-11-21,18374,19596
2012,BOS,SAS,2012-11-21,18624,18624
2012,MIA,MIL,2012-11-21,19971,19600
2012,DAL,NYK,2012-11-21,20157,19200
2012,DET,TOR,2012-11-23,12778,19971
2012,PHX,NOP,2012-11-23,14020,19023
2012,IND,SAS,2012-11-23,17082,18165
2012,ORL,CLE,2012-11-23,17334,18846
2012,BRK,LAC,2012-11-23,17732,17732
2012,CHA,ATL,2012-11-23,17868,19077
2012,UTA,SAC,2012-11-23,18000,19911
2012,HOU,NYK,2012-11-23,18038,18055
2012,MEM,LAL,2012-11-23,18119,18119
2012,DEN,GSW,2012-11-23,18523,19155
2012,BOS,OKC,2012-11-23,18624,18624
2012,POR,MIN,2012-11-23,20555,21538
2012,SAC,UTA,2012-11-24,12239,17317
2012,WAS,CHA,2012-11-24,13077,20356
2012,MIL,CHI,2012-11-24,14812,18717
2012,ATL,LAC,2012-11-24,16024,18047
2012,GSW,MIN,2012-11-24,19084,19596
2012,PHI,OKC,2012-11-24,19611,20328
2012,MIA,CLE,2012-11-24,20064,19600
2012,DAL,LAL,2012-11-24,20423,19200
2012,PHI,PHX,2012-11-25,14518,20328
2012,DEN,NOP,2012-11-25,15402,19155
2012,BRK,POR,2012-11-25,16542,17732
2012,ORL,BOS,2012-11-25,17037,18846
2012,NYK,DET,2012-11-25,19033,19812
2012,TOR,SAS,2012-11-25,19800,19800
2012,DET,POR,2012-11-26,10212,19971
2012,MEM,CLE,2012-11-26,13485,18119
2012,WAS,SAS,2012-11-26,13879,20356
2012,BRK,NYK,2012-11-26,17732,17732
2012,OKC,CHA,2012-11-26,18203,18203
2012,UTA,DEN,2012-11-26,18776,19911
2012,LAC,NOP,2012-11-26,19060,19060
2012,CHI,MIL,2012-11-26,21485,20917
2012,SAC,MIN,2012-11-27,10741,17317
2012,HOU,TOR,2012-11-27,12907,18055
2012,CLE,PHX,2012-11-27,13687,20562
2012,PHI,DAL,2012-11-27,15107,20328
2012,LAL,IND,2012-11-27,18997,18997
2012,ATL,CHA,2012-11-28,10162,18047
2012,DET,PHX,2012-11-28,10517,19971
2012,NOP,UTA,2012-11-28,10693,16867
2012,MIL,NYK,2012-11-28,11439,18717
2012,WAS,POR,2012-11-28,14114,20356
2012,MEM,TOR,2012-11-28,14603,18119
2012,ORL,SAS,2012-11-28,17271,18846
2012,OKC,HOU,2012-11-28,18203,18203
2012,BOS,BRK,2012-11-28,18624,18624
2012,LAC,MIN,2012-11-28,19060,19060
2012,CHI,DAL,2012-11-28,21575,20917
2012,GSW,DEN,2012-11-29,17627,19596
2012,MIA,SAS,2012-11-29,19703,19600
2012,SAC,IND,2012-11-30,12544,17317
2012,ATL,CLE,2012-11-30,13094,18047
2012,CHA,PHI,2012-11-30,13202,19077
2012,MIN,MIL,2012-11-30,16418,19356
2012,MEM,DET,2012-11-30,16732,18119
2012,ORL,BRK,2012-11-30,17103,18846
2012,OKC,UTA,2012-11-30,18203,18203
2012,TOR,PHX,2012-11-30,18246,19800
2012,BOS,POR,2012-11-30,18624,18624
2012,LAL,DEN,2012-11-30,18997,18997
2012,NYK,WAS,2012-11-30,19033,19812
2012,HOU,UTA,2012-12-1,14432,18055
2012,NOP,OKC,2012-12-1,14547,16867
2012,MIL,BOS,2012-12-1,16581,18717
2012,CLE,POR,2012-12-1,16624,20562
2012,SAS,MEM,2012-12-1,18581,18418
2012,GSW,IND,2012-12-1,18623,19596
2012,LAC,SAC,2012-12-1,19060,19060
2012,MIA,BRK,2012-12-1,19961,19600
2012,DAL,DET,2012-12-1,20285,19200
2012,CHI,PHI,2012-12-1,21607,20917
2012,LAL,ORL,2012-12-2,18997,18997
2012,NYK,PHX,2012-12-2,19033,19812
2012,DET,CLE,2012-12-3,11352,19971
2012,NOP,MIL,2012-12-3,12321,16867
2012,CHA,POR,2012-12-3,12640,19077
2012,DEN,TOR,2012-12-3,15221,19155
2012,GSW,ORL,2012-12-3,18117,19596
2012,UTA,LAC,2012-12-3,19067,19911
2012,PHI,MIN,2012-12-4,13986,20328
2012,MEM,PHX,2012-12-4,14481,18119
2012,BRK,OKC,2012-12-4,17732,17732
2012,WAS,MIA,2012-12-4,17761,20356
2012,HOU,LAL,2012-12-4,18052,18055
2012,CHI,IND,2012-12-4,21152,20917
2012,DET,GSW,2012-12-5,11128,19971
2012,IND,POR,2012-12-5,11569,18165
2012,SAC,TOR,2012-12-5,12476,17317
2012,ATL,DEN,2012-12-5,14101,18047
2012,CLE,CHI,2012-12-5,17893,20562
2012,UTA,ORL,2012-12-5,18078,19911
2012,CHA,NYK,2012-12-5,18097,19077
2012,SAS,MIL,2012-12-5,18349,18418
2012,NOP,LAL,2012-12-5,18449,16867
2012,BOS,MIN,2012-12-5,18624,18624
2012,LAC,DAL,2012-12-5,19060,19060
2012,PHX,DAL,2012-12-6,17517,19023
2012,MIA,NYK,2012-12-6,19740,19600
2012,ATL,WAS,2012-12-7,13067,18047
2012,MIL,CHA,2012-12-7,13371,18717
2012,NOP,MEM,2012-12-7,13698,16867
2012,IND,DEN,2012-12-7,15289,18165
2012,SAC,ORL,2012-12-7,16305,17317
2012,MIN,CLE,2012-12-7,16623,19356
2012,DET,CHI,2012-12-7,17142,19971
2012,BRK,GSW,2012-12-7,17732,17732
2012,PHI,BOS,2012-12-7,17921,20328
2012,UTA,TOR,2012-12-7,18069,19911
2012,OKC,LAL,2012-12-7,18203,18203
2012,SAS,HOU,2012-12-7,18581,18418
2012,WAS,GSW,2012-12-8,15176,20356
2012,HOU,DAL,2012-12-8,15726,18055
2012,CLE,DET,2012-12-8,16062,20562
2012,CHA,SAS,2012-12-8,17321,19077
2012,MEM,ATL,2012-12-8,17612,18119
2012,BOS,PHI,2012-12-8,18624,18624
2012,LAC,PHX,2012-12-8,19060,19060
2012,POR,SAC,2012-12-8,19454,21538
2012,MIA,NOP,2012-12-8,19600,19600
2012,CHI,NYK,2012-12-8,21852,20917
2012,PHX,ORL,2012-12-9,13565,19023
2012,BRK,MIL,2012-12-9,16390,17732
2012,OKC,IND,2012-12-9,18203,18203
2012,LAL,UTA,2012-12-9,18997,18997
2012,NYK,DEN,2012-12-9,19033,19812
2012,LAC,TOR,2012-12-9,19060,19060
2012,CHA,GSW,2012-12-10,13169,19077
2012,HOU,SAS,2012-12-10,13959,18055
2012,PHI,DET,2012-12-10,15225,20328
2012,POR,TOR,2012-12-10,16863,21538
2012,MIA,ATL,2012-12-10,19600,19600
2012,DAL,SAC,2012-12-10,19737,19200
2012,NOP,WAS,2012-12-11,10076,16867
2012,DET,DEN,2012-12-11,10265,19971
2012,BRK,NYK,2012-12-11,17732,17732
2012,CLE,LAL,2012-12-11,19172,20562
2012,CHI,LAC,2012-12-11,21571,20917
2012,MIL,SAC,2012-12-12,11491,18717
2012,IND,CLE,2012-12-12,11595,18165
2012,PHX,MEM,2012-12-12,13093,19023
2012,HOU,WAS,2012-12-12,13351,18055
2012,PHI,CHI,2012-12-12,15738,20328
2012,MIN,DEN,2012-12-12,16444,19356
2012,CHA,LAC,2012-12-12,16786,19077
2012,ORL,ATL,2012-12-12,16992,18846
2012,OKC,NOP,2012-12-12,18203,18203
2012,BOS,DAL,2012-12-12,18624,18624
2012,UTA,SAS,2012-12-12,18710,19911
2012,TOR,BRK,2012-12-12,18847,19800
2012,MIA,GSW,2012-12-12,19600,19600
2012,ATL,CHA,2012-12-13,13090,18047
2012,NYK,LAL,2012-12-13,19033,19812
2012,POR,SAS,2012-12-13,19118,21538
2012,IND,PHI,2012-12-14,13538,18165
2012,CLE,MIL,2012-12-14,14146,20562
2012,PHX,UTA,2012-12-14,14182,19023
2012,NOP,MIN,2012-12-14,14671,16867
2012,HOU,BOS,2012-12-14,15679,18055
2012,BRK,DET,2012-12-14,15797,17732
2012,DEN,MEM,2012-12-14,16367,19155
2012,ORL,GSW,2012-12-14,17040,18846
2012,OKC,SAC,2012-12-14,18203,18203
2012,TOR,DAL,2012-12-14,19132,19800
2012,WAS,LAL,2012-12-14,20308,20356
2012,DET,IND,2012-12-15,13235,19971
2012,MIL,LAC,2012-12-15,13691,18717
2012,ATL,GSW,2012-12-15,15145,18047
2012,CHA,ORL,2012-12-15,16217,19077
2012,MIN,DAL,2012-12-15,18173,19356
2012,UTA,MEM,2012-12-15,18183,19911
2012,SAS,BOS,2012-12-15,18759,18418
2012,NYK,CLE,2012-12-15,19033,19812
2012,MIA,WAS,2012-12-15,19724,19600
2012,CHI,BRK,2012-12-15,21866,20917
2012,SAC,DEN,2012-12-16,13327,17317
2012,TOR,HOU,2012-12-16,17863,19800
2012,POR,NOP,2012-12-16,18772,21538
2012,PHI,LAL,2012-12-16,20338,20328
2012,PHX,SAC,2012-12-17,13068,19023
2012,DET,LAC,2012-12-17,13560,19971
2012,ORL,MIN,2012-12-17,16992,18846
2012,MEM,CHI,2012-12-17,17305,18119
2012,OKC,SAS,2012-12-17,18203,18203
2012,NYK,HOU,2012-12-17,19033,19812
2012,MIL,IND,2012-12-18,11739,18717
2012,CLE,TOR,2012-12-18,13233,20562
2012,WAS,ATL,2012-12-18,15123,20356
2012,BRK,UTA,2012-12-18,15835,17732
2012,DEN,SAS,2012-12-18,17092,19155
2012,LAL,CHA,2012-12-18,18997,18997
2012,GSW,NOP,2012-12-18,19596,19596
2012,MIA,MIN,2012-12-18,19862,19600
2012,DAL,PHI,2012-12-18,20162,19200
2012,CHI,BOS,2012-12-18,21825,20917
2012,SAC,GSW,2012-12-19,12885,17317
2012,PHX,CHA,2012-12-19,13308,19023
2012,IND,UTA,2012-12-19,13559,18165
2012,HOU,PHI,2012-12-19,15266,18055
2012,MEM,MIL,2012-12-19,16007,18119
2012,ATL,OKC,2012-12-19,16284,18047
2012,ORL,WAS,2012-12-19,16893,18846
2012,TOR,DET,2012-12-19,17062,19800
