Game_id,Team,Location,Team_Minutes,Final_Score,lead_changes,ties,largest_lead,Wins,Losses,full_timeouts,short_timeouts,date_est,Qtr_4_Score,L2M_Score
21200403,LAC,A,240,103,2,4,31,21,6,3,0,12/23/2012,91,102
21200403,PHX,H,240,77,1,2,4,11,17,4,1,12/23/2012,60,77
21200404,POR,A,240,96,1,0,10,13,13,5,1,12/23/2012,71,90
21200404,SAC,H,240,108,1,2,18,9,18,3,0,12/23/2012,80,106
21200405,BOS,A,240,93,1,1,21,14,13,4,1,12/25/2012,73,91
21200405,BRK,H,240,76,1,0,6,14,13,4,1,12/25/2012,58,76
21200406,LAL,H,240,100,4,7,6,14,14,5,1,12/25/2012,77,94
21200406,NYK,A,240,94,3,3,9,20,8,5,3,12/25/2012,78,90
21200407,MIA,H,240,103,4,3,12,19,6,6,2,12/25/2012,74,96
21200407,OKC,A,240,97,4,6,4,21,6,5,2,12/25/2012,72,92
21200408,CHI,H,240,97,1,0,3,15,12,5,1,12/25/2012,68,94
21200408,HOU,A,240,120,2,1,35,15,12,3,0,12/25/2012,94,118
21200409,DEN,A,240,100,5,5,3,15,14,3,0,12/25/2012,76,94
21200409,LAC,H,240,112,5,3,21,22,6,5,1,12/25/2012,93,106
21200410,CLE,A,240,87,3,5,6,7,23,4,0,12/26/2012,68,82
21200410,WAS,H,240,84,2,2,12,3,23,5,2,12/26/2012,68,79
21200411,MIA,A,240,105,0,0,19,20,6,4,0,12/26/2012,78,100
21200411,CHA,H,240,92,0,0,0,7,21,5,1,12/26/2012,71,89
21200412,NOP,A,240,97,7,6,10,6,22,5,1,12/26/2012,78,93
21200412,ORL,H,240,94,7,8,4,12,16,6,1,12/26/2012,76,92
21200413,CHI,A,240,101,2,0,4,29,19,5,3,2/4/2013,76,92
21200413,IND,H,240,111,2,5,14,29,19,4,1,2/4/2013,87,98
21200414,ATL,H,290,126,4,4,22,17,9,6,3,12/26/2012,81,99
21200414,DET,A,290,119,3,2,4,9,22,6,6,12/26/2012,62,92
21200415,MIL,H,240,108,1,3,16,15,12,3,0,12/26/2012,78,99
21200415,BRK,A,240,93,1,4,7,14,14,5,2,12/26/2012,67,89
21200416,PHI,A,240,99,3,5,15,14,15,5,1,12/26/2012,75,97
21200416,MEM,H,240,89,2,4,10,18,8,4,1,12/26/2012,70,84
21200417,HOU,A,240,87,4,4,8,16,12,4,1,12/26/2012,61,83
21200417,MIN,H,240,84,3,2,14,13,13,5,0,12/26/2012,64,82
21200418,SAS,H,240,100,2,2,22,22,8,4,0,12/26/2012,70,92
21200418,TOR,A,240,80,2,2,3,9,20,4,1,12/26/2012,57,77
21200419,DEN,H,240,126,3,0,15,16,14,4,0,12/26/2012,96,118
21200419,LAL,A,240,114,3,1,3,14,15,4,0,12/26/2012,87,109
21200420,GSW,A,240,94,1,0,22,19,10,4,0,12/26/2012,75,90
21200420,UTA,H,240,83,0,0,4,15,15,4,2,12/26/2012,58,76
21200421,NYK,A,240,99,5,8,14,21,8,5,2,12/26/2012,76,95
21200421,PHX,H,240,97,5,7,4,11,18,5,3,12/26/2012,76,93
21200422,POR,H,240,109,1,0,26,14,13,4,1,12/26/2012,91,107
21200422,SAC,A,240,91,1,7,1,9,19,4,1,12/26/2012,67,89
21200423,DAL,A,265,105,4,1,11,12,17,7,4,12/27/2012,81,95
21200423,OKC,H,265,111,4,1,6,22,6,5,0,12/27/2012,73,94
21200424,BOS,A,240,77,0,1,0,14,14,4,1,12/27/2012,67,73
21200424,LAC,H,240,106,0,0,32,23,6,4,1,12/27/2012,82,105
21200425,ORL,A,240,97,1,1,17,12,17,5,1,12/28/2012,72,93
21200425,WAS,H,240,105,1,0,15,4,23,4,1,12/28/2012,80,103
21200426,IND,H,240,97,2,2,16,17,12,4,3,12/28/2012,75,89
21200426,PHX,A,240,91,1,3,7,11,19,5,2,12/28/2012,71,85
21200427,BRK,H,240,97,0,0,29,15,14,4,0,12/28/2012,80,93
21200427,CHA,A,240,81,0,0,0,7,22,5,1,12/28/2012,58,79
21200428,MIA,A,240,99,0,4,15,20,7,6,2,12/28/2012,71,97
21200428,DET,H,240,109,1,0,17,10,22,4,1,12/28/2012,81,105
21200429,ATL,A,240,102,10,5,11,18,9,4,1,12/28/2012,75,97
21200429,CLE,H,240,94,10,4,9,7,24,6,1,12/28/2012,80,94
21200430,NOP,H,265,97,1,4,10,6,23,6,3,12/28/2012,64,83
21200430,TOR,A,265,104,2,4,13,10,20,7,1,12/28/2012,70,85
21200431,DAL,H,240,85,0,2,2,12,18,7,1,12/28/2012,70,82
21200431,DEN,A,240,106,1,1,24,17,14,2,0,12/28/2012,87,104
21200432,HOU,A,240,116,1,0,1,16,13,4,1,12/28/2012,92,108
21200432,SAS,H,240,122,1,0,19,23,8,4,0,12/28/2012,98,118
21200433,LAC,A,240,116,2,3,8,24,6,5,1,12/28/2012,84,109
21200433,UTA,H,240,114,2,3,19,15,16,5,1,12/28/2012,88,108
21200434,NYK,A,240,105,2,0,5,21,9,5,2,12/28/2012,81,105
21200434,SAC,H,240,106,3,2,27,10,19,4,0,12/28/2012,87,101
21200435,LAL,H,240,104,0,0,27,15,15,3,0,12/28/2012,88,103
21200435,POR,A,240,87,0,2,0,14,14,5,2,12/28/2012,66,82
21200436,GSW,H,240,96,3,3,20,20,10,4,0,12/28/2012,80,92
21200436,PHI,A,240,89,3,1,6,14,16,5,2,12/28/2012,71,83
21200437,NOP,A,240,98,5,4,9,7,23,5,2,12/29/2012,73,89
21200437,CHA,H,240,95,4,1,21,7,23,5,3,12/29/2012,73,86
21200438,ATL,H,240,109,1,1,18,19,9,4,0,12/29/2012,83,103
21200438,IND,A,240,100,1,3,4,17,13,4,2,12/29/2012,70,93
21200439,ORL,H,240,88,1,3,4,12,18,4,0,12/29/2012,71,86
21200439,TOR,A,240,123,1,1,35,11,20,4,0,12/29/2012,87,112
21200440,CLE,A,240,100,0,0,4,7,25,5,2,12/29/2012,74,95
21200440,BRK,H,240,103,1,2,15,16,14,5,1,12/29/2012,79,100
21200441,CHI,H,240,87,5,2,13,16,12,5,1,12/29/2012,70,86
21200441,WAS,A,240,77,4,3,8,4,24,6,0,12/29/2012,63,77
21200442,DEN,A,240,72,6,4,4,17,15,5,1,12/29/2012,57,68
21200442,MEM,H,240,81,6,5,11,19,8,5,1,12/29/2012,53,74
21200443,HOU,H,240,94,1,2,6,16,14,4,2,12/29/2012,74,92
21200443,OKC,A,240,124,2,5,34,23,6,4,1,12/29/2012,96,119
21200444,MIN,H,240,111,7,3,9,14,13,5,0,12/29/2012,89,105
21200444,PHX,A,240,107,7,7,3,11,20,5,2,12/29/2012,87,104
21200445,MIA,A,240,85,1,1,9,20,8,6,1,12/29/2012,71,83
21200445,MIL,H,240,104,1,2,21,16,12,4,0,12/29/2012,69,102
21200446,PHI,A,240,85,2,2,5,14,17,5,1,12/29/2012,67,78
21200446,POR,H,240,89,2,1,11,15,14,5,1,12/29/2012,70,86
21200447,BOS,A,240,83,1,1,3,14,15,4,2,12/29/2012,67,76
21200447,GSW,H,240,101,1,1,22,21,10,4,0,12/29/2012,76,97
21200448,MIL,A,240,94,1,1,2,16,13,4,2,12/30/2012,71,89
21200448,DET,H,240,96,1,1,15,11,22,6,1,12/30/2012,78,92
21200449,DAL,H,240,86,0,0,0,12,19,4,2,12/30/2012,70,84
21200449,SAS,A,240,111,0,0,25,24,8,4,0,12/30/2012,82,106
21200450,BOS,A,240,96,4,2,4,14,16,4,1,12/30/2012,73,90
21200450,SAC,H,240,118,5,3,26,11,19,5,1,12/30/2012,84,112
21200451,LAC,H,240,107,4,3,13,25,6,5,0,12/30/2012,79,101
21200451,UTA,A,240,96,3,0,4,15,17,3,0,12/30/2012,76,91
21200452,IND,H,240,88,5,2,6,18,13,4,3,12/31/2012,60,82
21200452,MEM,A,240,83,4,3,12,19,9,6,1,12/31/2012,67,76
21200453,CHI,H,240,81,0,2,0,16,13,5,1,12/31/2012,65,75
21200453,CHA,A,240,91,0,0,14,8,23,6,1,12/31/2012,65,85
21200454,MIA,A,265,112,7,4,9,21,8,6,3,12/31/2012,70,93
21200454,ORL,H,265,110,6,3,11,12,19,5,3,12/31/2012,77,97
21200455,ATL,A,240,104,5,1,5,19,10,5,1,12/31/2012,75,100
21200455,HOU,H,240,123,6,2,21,17,14,4,2,12/31/2012,90,118
21200456,PHX,A,240,96,3,5,3,11,21,4,2,12/31/2012,78,91
21200456,OKC,H,240,114,3,3,20,24,6,4,1,12/31/2012,84,106
21200457,BRK,A,240,73,1,1,3,16,15,5,1,12/31/2012,52,68
21200457,SAS,H,240,104,2,0,35,25,8,3,0,12/31/2012,85,100
21200458,DAL,A,240,103,1,0,15,13,19,4,1,1/1/2013,83,99
21200458,WAS,H,240,94,1,1,14,4,25,5,1,1/1/2013,71,89
21200459,NYK,H,240,100,0,1,0,21,10,6,2,1/1/2013,71,91
21200459,POR,A,240,105,0,0,19,16,14,5,2,1/1/2013,78,98
21200460,SAC,A,240,97,4,1,8,11,20,5,1,1/1/2013,67,95
21200460,DET,H,240,103,5,1,16,12,22,5,2,1/1/2013,80,96
21200461,ATL,A,240,95,3,3,9,20,10,4,0,1/1/2013,72,91
21200461,NOP,H,240,86,2,0,11,7,24,5,0,1/1/2013,64,86
21200462,DEN,H,240,92,3,4,18,18,15,4,0,1/1/2013,75,89
21200462,LAC,A,240,78,2,2,3,25,7,4,0,1/1/2013,59,74
21200463,LAL,H,240,99,3,6,4,15,16,5,1,1/1/2013,73,92
21200463,PHI,A,240,103,3,2,11,15,17,4,0,1/1/2013,81,99
21200464,POR,A,240,79,0,0,0,16,15,5,1,1/2/2013,61,75
21200464,TOR,H,240,102,0,0,25,12,20,3,1,1/2/2013,78,97
21200465,CHI,A,240,96,2,3,18,17,13,5,0,1/2/2013,82,94
21200465,ORL,H,240,94,1,0,9,12,20,6,1,1/2/2013,71,89
21200466,CLE,H,240,94,4,4,4,7,26,6,1,1/2/2013,71,86
21200466,SAC,A,240,97,5,5,10,12,20,4,1,1/2/2013,74,89
21200467,IND,H,240,89,0,0,17,19,13,5,1,1/2/2013,67,83
21200467,WAS,A,240,81,0,0,0,4,26,5,1,1/2/2013,58,73
21200468,BOS,H,240,83,1,0,4,14,17,5,2,1/2/2013,59,78
21200468,MEM,A,240,93,1,0,18,20,9,4,1,1/2/2013,75,86
21200469,DAL,A,265,109,2,2,12,13,20,8,3,1/2/2013,79,100
21200469,MIA,H,265,119,3,4,10,22,8,6,0,1/2/2013,81,98
21200470,MIL,H,240,110,1,1,2,16,14,4,2,1/2/2013,81,102
21200470,SAS,A,240,117,2,0,23,26,8,5,0,1/2/2013,93,113
21200471,NOP,A,240,92,2,9,4,7,25,4,0,1/2/2013,66,88
21200471,HOU,H,240,104,3,5,14,18,14,4,0,1/2/2013,74,96
21200472,BRK,A,240,110,1,0,23,17,15,4,1,1/2/2013,76,104
21200472,OKC,H,240,93,0,1,1,24,7,5,1,1/2/2013,72,90
21200473,MIN,A,240,84,3,2,4,14,14,4,0,1/2/2013,66,79
21200473,UTA,H,240,106,3,1,23,16,17,4,0,1/2/2013,79,100
21200474,PHI,A,240,89,4,3,4,15,18,5,3,1/2/2013,66,85
21200474,PHX,H,240,95,4,6,11,12,21,4,2,1/2/2013,75,89
21200475,GSW,H,240,115,3,0,24,22,10,5,0,1/2/2013,82,106
21200475,LAC,A,240,94,2,1,3,25,8,3,1,1/2/2013,64,89
21200476,NYK,H,240,100,3,3,25,22,10,4,0,1/3/2013,67,98
21200476,SAS,A,240,83,3,2,4,26,9,4,1,1/3/2013,60,78
21200477,DEN,H,240,97,7,6,10,18,16,4,0,1/3/2013,70,91
21200477,MIN,A,240,101,7,4,6,15,14,5,1,1/3/2013,69,94
21200478,SAC,A,240,105,3,2,22,13,20,4,0,1/4/2013,82,105
21200478,TOR,H,240,96,2,1,8,12,21,4,1,1/4/2013,63,87
21200479,BRK,A,290,115,4,5,5,18,15,7,4,1/4/2013,78,91
21200479,WAS,H,290,113,3,5,14,4,27,8,4,1/4/2013,79,89
21200480,CLE,A,240,106,2,0,18,8,26,5,0,1/4/2013,86,102
21200480,CHA,H,240,104,1,6,4,8,24,6,1,1/4/2013,74,100
21200481,CHI,A,240,96,3,2,10,18,13,5,0,1/4/2013,75,89
21200481,MIA,H,240,89,2,4,7,22,9,5,2,1/4/2013,66,82
21200482,ATL,A,240,84,1,0,4,20,11,5,2,1/4/2013,62,82
21200482,DET,H,240,85,2,0,19,13,22,6,1,1/4/2013,74,85
21200483,BOS,H,240,94,3,4,24,15,17,4,1,1/4/2013,69,92
21200483,IND,A,240,75,3,1,4,19,14,4,2,1/4/2013,51,70
21200484,POR,A,240,86,11,5,4,17,15,5,2,1/4/2013,72,85
21200484,MEM,H,240,84,10,4,8,20,10,5,2,1/4/2013,72,82
21200485,PHI,A,240,85,7,3,2,15,19,4,1,1/4/2013,66,82
21200485,OKC,H,240,109,7,3,27,25,7,4,0,1/4/2013,78,105
21200486,HOU,A,240,115,3,5,18,19,14,3,1,1/4/2013,77,113
21200486,MIL,H,240,101,2,4,18,16,15,5,1,1/4/2013,72,99
21200487,PHX,H,240,80,2,2,11,12,22,5,0,1/4/2013,62,71
21200487,UTA,A,240,87,3,4,17,17,17,3,1,1/4/2013,71,87
21200488,LAC,H,240,107,0,0,19,26,8,5,1,1/4/2013,87,99
21200488,LAL,A,240,102,0,0,0,15,17,5,2,1/4/2013,71,95
21200489,ATL,H,240,81,1,1,19,20,12,6,2,1/5/2013,62,79
21200489,BOS,A,240,89,1,0,11,16,17,4,1,1/5/2013,71,85
21200490,NYK,A,240,114,3,3,9,23,10,4,1,1/5/2013,81,106
21200490,ORL,H,240,106,2,1,12,12,21,5,2,1/5/2013,89,102
21200491,MIL,A,240,80,2,6,2,16,16,4,0,1/5/2013,64,75
21200491,IND,H,240,95,2,3,20,20,14,4,0,1/5/2013,77,93
21200492,BRK,H,240,113,2,1,24,19,15,4,0,1/5/2013,88,111
21200492,SAC,A,240,93,1,2,2,13,21,4,0,1/5/2013,72,90
21200493,CLE,H,240,104,6,5,10,8,27,6,1,1/5/2013,78,99
21200493,HOU,A,240,112,7,2,9,20,14,4,1,1/5/2013,78,103
21200494,MIN,H,240,97,3,1,4,15,15,5,1,1/5/2013,61,87
21200494,POR,A,240,102,4,1,22,18,15,5,0,1/5/2013,79,93
21200495,NOP,A,265,99,5,1,6,8,25,5,1,1/5/2013,63,84
21200495,DAL,H,265,96,5,11,11,13,21,6,4,1/5/2013,67,86
21200496,PHI,A,240,86,0,0,2,15,20,4,0,1/5/2013,63,80
21200496,SAS,H,240,109,1,1,25,27,9,4,1,1/5/2013,81,104
21200497,DEN,H,240,110,3,4,24,19,16,4,0,1/5/2013,83,107
21200497,UTA,A,240,91,2,2,6,17,18,4,0,1/5/2013,72,85
21200498,GSW,A,240,89,0,2,0,22,11,4,0,1/5/2013,66,86
21200498,LAC,H,240,115,0,0,39,27,8,4,1,1/5/2013,103,111
21200499,OKC,A,240,104,4,0,21,26,7,3,0,1/6/2013,78,102
21200499,TOR,H,240,92,4,0,5,12,22,5,2,1/6/2013,67,84
21200500,MIA,H,240,99,0,0,28,23,9,4,1,1/6/2013,69,92
21200500,WAS,A,240,71,0,1,0,4,28,5,1,1/6/2013,60,71
21200501,DET,H,265,101,3,0,13,13,23,6,4,1/6/2013,82,96
21200501,CHA,A,265,108,4,4,7,9,24,6,4,1/6/2013,79,94
21200502,PHX,H,240,81,0,1,0,12,23,6,1,1/6/2013,62,72
21200502,MEM,A,240,92,0,0,16,21,10,4,0,1/6/2013,71,88
21200503,DEN,A,240,112,9,5,10,20,16,5,1,1/6/2013,89,101
21200503,LAL,H,240,105,8,4,4,15,18,5,2,1/6/2013,83,97
21200504,OKC,A,240,99,5,3,7,26,8,5,1,1/7/2013,73,94
21200504,WAS,H,240,101,6,2,10,5,28,4,1,1/7/2013,76,95
21200505,BOS,A,240,102,5,8,8,17,17,5,2,1/7/2013,76,96
21200505,NYK,H,240,96,5,5,10,23,11,5,2,1/7/2013,72,93
21200506,CLE,A,240,92,2,0,10,8,28,4,0,1/7/2013,72,88
21200506,CHI,H,240,118,3,0,30,19,13,4,1,1/7/2013,88,116
21200507,NOP,H,240,95,2,3,14,9,25,5,1,1/7/2013,70,92
21200507,SAS,A,240,88,1,1,2,27,10,4,0,1/7/2013,65,81
21200508,DAL,A,240,94,7,2,8,13,22,6,1,1/7/2013,80,88
21200508,UTA,H,240,100,7,9,7,18,18,4,0,1/7/2013,74,93
21200509,SAC,H,240,81,2,6,5,13,22,4,1,1/7/2013,65,75
21200509,MEM,A,240,113,2,0,36,22,10,3,0,1/7/2013,87,110
21200510,ORL,A,265,119,4,6,11,12,22,7,2,1/7/2013,85,99
21200510,POR,H,265,125,5,7,10,19,15,5,0,1/7/2013,85,101
21200511,BRK,A,240,109,3,3,26,20,15,4,0,1/8/2013,83,105
21200511,PHI,H,240,89,3,3,3,15,21,4,2,1/8/2013,61,81
21200512,MIA,A,240,77,6,3,7,23,10,4,2,1/8/2013,57,72
21200512,IND,H,240,87,6,2,17,21,14,5,1,1/8/2013,67,82
21200513,MIL,H,240,108,5,1,11,17,16,4,0,1/8/2013,80,102
21200513,PHX,A,240,99,4,2,9,12,24,4,3,1/8/2013,76,92
21200514,HOU,H,240,125,3,4,16,21,14,4,1,1/8/2013,97,119
21200514,LAL,A,240,112,2,1,14,15,19,4,1,1/8/2013,88,105
21200515,ATL,A,240,103,0,1,0,20,13,5,2,1/8/2013,71,97
21200515,MIN,H,240,108,0,0,17,16,15,4,2,1/8/2013,85,100
21200516,PHI,A,240,72,0,8,0,15,22,4,0,1/9/2013,61,72
21200516,TOR,H,240,90,0,0,18,13,22,4,1,1/9/2013,71,84
21200517,UTA,A,240,112,0,0,21,19,18,3,1,1/9/2013,90,112
21200517,CHA,H,240,102,0,4,0,9,25,5,1,1/9/2013,73,97
21200518,ATL,A,240,83,4,5,5,20,14,5,1,1/9/2013,63,78
21200518,CLE,H,240,99,4,2,19,9,28,3,0,1/9/2013,77,96
21200519,BOS,H,240,87,3,3,14,18,17,4,0,1/9/2013,67,82
21200519,PHX,A,240,79,2,3,6,12,25,5,3,1/9/2013,64,75
21200520,CHI,H,240,96,1,2,15,19,14,6,1,1/9/2013,80,95
21200520,MIL,A,240,104,2,1,9,18,16,4,0,1/9/2013,81,100
21200521,NOP,H,240,88,5,4,11,10,25,4,0,1/9/2013,59,83
21200521,HOU,A,240,79,5,2,11,21,15,4,1,1/9/2013,69,75
21200522,LAL,A,240,105,0,0,3,15,20,6,2,1/9/2013,75,102
21200522,SAS,H,240,108,1,0,17,28,10,4,1,1/9/2013,85,105
21200523,MIN,A,240,84,2,3,5,16,16,4,0,1/9/2013,64,78
21200523,OKC,H,240,106,3,1,26,27,8,4,1,1/9/2013,76,102
21200524,DEN,H,240,108,7,9,5,21,16,4,2,1/9/2013,70,99
21200524,ORL,A,240,105,6,4,10,12,23,5,3,1/9/2013,77,99
21200525,DAL,A,240,93,2,1,10,13,23,6,2,1/9/2013,75,93
21200525,LAC,H,240,99,2,3,9,28,8,5,1,1/9/2013,72,95
21200526,GSW,H,240,87,1,3,4,22,12,5,1,1/9/2013,63,82
21200526,MEM,A,240,94,2,1,14,23,10,4,1,1/9/2013,68,86
21200527,NYK,A,240,76,2,1,7,23,12,5,2,1/10/2013,60,69
21200527,IND,H,240,81,3,2,13,22,14,4,1,1/10/2013,58,79
21200528,DAL,A,265,117,2,8,5,14,23,6,4,1/10/2013,68,94
21200528,SAC,H,265,112,1,5,17,13,23,6,2,1/10/2013,78,93
21200529,MIA,A,240,90,2,3,13,23,11,5,0,1/10/2013,68,85
21200529,POR,H,240,92,2,6,4,20,15,5,1,1/10/2013,63,84
21200530,TOR,H,240,99,0,0,24,14,22,4,0,1/11/2013,76,95
21200530,CHA,A,240,78,0,0,0,9,26,4,1,1/11/2013,58,74
21200531,BOS,H,240,103,1,0,17,19,17,4,1,1/11/2013,78,98
21200531,HOU,A,240,91,1,1,9,21,16,5,1,1/11/2013,66,86
21200532,BRK,H,240,99,7,4,22,21,15,4,2,1/11/2013,74,93
21200532,PHX,A,240,79,7,0,11,12,26,5,0,1/11/2013,66,75
21200533,ATL,H,240,103,2,4,8,21,14,4,1,1/11/2013,68,94
21200533,UTA,A,240,95,1,4,15,19,19,5,1,1/11/2013,76,94
21200534,CHI,A,240,108,0,0,25,20,14,4,2,1/11/2013,82,103
21200534,NYK,H,240,101,0,0,0,23,13,6,1,1/11/2013,60,88
21200535,SAS,A,265,98,7,5,7,28,11,6,4,1/11/2013,71,87
21200535,MEM,H,265,101,7,6,12,24,10,5,2,1/11/2013,68,85
21200536,NOP,H,240,104,2,3,15,11,25,4,0,1/11/2013,70,95
21200536,MIN,A,240,92,1,0,18,16,17,4,0,1/11/2013,61,82
21200537,MIL,H,240,87,3,4,11,18,17,4,1,1/11/2013,60,82
21200537,DET,A,240,103,3,1,21,14,23,4,1,1/11/2013,74,101
21200538,CLE,A,240,91,2,2,13,9,29,6,0,1/11/2013,76,89
21200538,DEN,H,240,98,3,5,7,22,16,3,2,1/11/2013,72,89
21200539,LAL,H,240,101,2,3,2,15,21,4,0,1/11/2013,73,89
21200539,OKC,A,240,116,3,6,27,28,8,4,1,1/11/2013,93,114
21200540,GSW,H,240,103,1,0,20,23,12,4,0,1/11/2013,78,98
21200540,POR,A,240,97,1,1,1,20,16,5,2,1/11/2013,63,90
21200541,LAC,H,240,101,0,0,13,28,9,5,1,1/12/2013,83,99
21200541,ORL,A,240,104,1,8,3,13,23,5,1,1/12/2013,75,97
21200542,ATL,A,240,83,3,1,8,21,15,5,1,1/12/2013,66,78
21200542,WAS,H,240,93,4,3,13,6,28,3,1,1/12/2013,73,91
21200543,IND,H,240,96,3,4,9,23,14,4,1,1/12/2013,69,87
21200543,CHA,A,240,88,2,1,9,9,27,5,1,1/12/2013,65,80
21200544,HOU,A,240,100,1,3,11,21,17,5,2,1/12/2013,76,93
21200544,PHI,H,240,107,1,0,14,16,22,5,1,1/12/2013,85,102
21200545,UTA,A,240,90,3,2,13,20,19,4,1,1/12/2013,64,88
21200545,DET,H,240,87,2,3,15,14,24,6,2,1/12/2013,61,77
21200546,CHI,H,240,81,3,2,4,20,15,5,1,1/12/2013,63,76
21200546,PHX,A,240,97,4,4,19,13,26,3,1,1/12/2013,77,94
21200547,DAL,H,240,104,1,0,34,15,23,3,2,1/12/2013,88,102
21200547,MEM,A,240,83,1,2,5,24,11,5,2,1/12/2013,62,77
21200548,MIA,A,240,128,0,0,38,24,11,3,0,1/12/2013,103,126
21200548,SAC,H,240,99,0,0,0,13,24,5,1,1/12/2013,72,91
21200549,NOP,A,240,87,1,1,7,11,26,4,0,1/13/2013,66,81
21200549,NYK,H,240,100,2,2,16,24,13,4,1,1/13/2013,71,96
21200550,MIL,A,240,107,4,5,11,19,17,4,1,1/13/2013,74,97
21200550,TOR,H,240,96,3,4,20,14,23,6,2,1/13/2013,78,91
21200551,BRK,H,240,97,4,1,12,22,15,3,0,1/13/2013,69,95
21200551,IND,A,240,86,4,1,12,23,15,5,1,1/13/2013,75,83
21200552,MIN,A,240,88,0,0,9,16,18,5,0,1/13/2013,71,88
21200552,SAS,H,240,106,1,0,19,29,11,3,2,1/13/2013,78,104
21200553,DEN,H,240,116,7,7,13,23,16,4,0,1/13/2013,79,114
21200553,GSW,A,240,105,7,4,10,23,13,4,1,1/13/2013,87,103
21200554,POR,H,240,83,1,3,5,20,17,5,2,1/13/2013,59,78
21200554,OKC,A,240,87,1,0,11,29,8,5,0,1/13/2013,68,84
21200555,CLE,A,240,93,0,1,0,9,30,4,0,1/13/2013,69,85
21200555,LAL,H,240,113,0,0,30,16,21,4,0,1/13/2013,86,111
21200556,ORL,A,240,91,0,1,0,13,24,4,1,1/14/2013,77,85
21200556,WAS,H,240,120,0,0,31,7,28,4,0,1/14/2013,96,111
21200557,BOS,H,240,100,0,0,18,20,17,4,1,1/14/2013,76,92
21200557,CHA,A,240,89,0,2,0,9,28,4,2,1/14/2013,70,85
21200558,ATL,A,240,58,2,1,1,21,16,4,0,1/14/2013,37,49
21200558,CHI,H,240,97,2,0,44,21,15,4,1,1/14/2013,71,87
21200559,LAC,A,240,99,1,1,27,29,9,4,1,1/14/2013,73,95
21200559,MEM,H,240,73,1,1,4,24,12,4,1,1/14/2013,52,71
21200560,DAL,H,240,113,0,0,23,16,23,5,1,1/14/2013,91,104
21200560,MIN,A,240,98,0,1,0,16,19,3,0,1/14/2013,70,95
21200561,MIA,A,240,97,1,0,8,24,12,6,1,1/14/2013,65,91
21200561,UTA,H,240,104,2,2,21,21,19,4,1,1/14/2013,84,98
21200562,PHX,H,240,90,2,2,7,13,27,6,1,1/14/2013,68,84
21200562,OKC,A,240,102,2,3,16,30,8,3,0,1/14/2013,72,97
21200563,CLE,A,240,118,1,6,4,9,31,5,2,1/14/2013,87,107
21200563,SAC,H,240,124,1,1,13,14,24,4,0,1/14/2013,93,112
21200564,NOP,A,240,111,2,1,20,12,26,4,0,1/15/2013,86,105
21200564,PHI,H,240,99,2,0,2,16,23,5,1,1/15/2013,68,91
21200565,IND,A,240,103,1,1,30,24,15,3,1,1/15/2013,83,100
21200565,CHA,H,240,76,0,0,2,9,29,5,1,1/15/2013,57,74
21200566,BRK,H,240,113,4,5,15,23,15,4,0,1/15/2013,83,107
21200566,TOR,A,240,106,4,2,10,14,24,6,2,1/15/2013,76,95
21200567,HOU,H,240,109,7,1,7,21,18,4,1,1/15/2013,77,102
21200567,LAC,A,240,117,7,6,21,30,9,4,0,1/15/2013,90,117
21200568,DEN,H,265,115,5,1,9,24,16,3,1,1/15/2013,81,97
21200568,POR,A,265,111,5,8,7,20,18,7,2,1/15/2013,76,92
21200569,LAL,H,240,104,3,1,20,17,21,3,1,1/15/2013,79,102
21200569,MIL,A,240,88,3,2,3,19,18,5,0,1/15/2013,73,86
21200570,CHI,A,265,107,3,2,19,22,15,6,3,1/16/2013,79,97
21200570,TOR,H,265,105,3,7,1,14,25,6,5,1/16/2013,73,93
21200571,ORL,H,240,97,1,1,22,14,24,3,0,1/16/2013,77,93
21200571,IND,A,240,86,0,0,7,24,16,5,2,1/16/2013,64,78
21200572,ATL,H,240,109,0,0,26,22,16,4,1,1/16/2013,88,105
21200572,BRK,A,240,95,0,0,0,23,16,5,2,1/16/2013,69,93
21200573,BOS,H,240,78,1,0,11,20,18,4,0,1/16/2013,63,73
21200573,NOP,A,240,90,2,3,16,13,26,4,0,1/16/2013,68,87
21200574,DEN,A,240,97,0,0,0,24,17,4,0,1/16/2013,70,91
21200574,OKC,H,240,117,0,0,28,31,8,4,0,1/16/2013,95,113
21200575,DAL,H,240,105,2,2,15,17,23,4,2,1/16/2013,80,97
21200575,HOU,A,240,100,2,4,5,21,19,5,2,1/16/2013,73,96
21200576,SAS,H,240,103,2,4,24,30,11,4,0,1/16/2013,82,100
21200576,MEM,A,240,82,1,3,8,24,13,4,0,1/16/2013,69,79
21200577,SAC,H,240,95,9,4,5,15,24,5,1,1/16/2013,72,88
21200577,WAS,A,240,94,8,2,11,7,29,4,1,1/16/2013,77,91
21200578,CLE,A,240,93,2,0,19,10,31,5,0,1/16/2013,74,85
21200578,POR,H,240,88,2,3,3,20,19,5,2,1/16/2013,65,86
21200579,GSW,H,240,75,0,0,4,23,14,5,1,1/16/2013,50,68
21200579,MIA,A,240,92,1,0,34,25,12,4,0,1/16/2013,80,90
21200580,NYK,A,240,102,1,1,20,25,13,4,2,1/17/2013,75,94
21200580,DET,H,240,87,0,0,2,14,25,5,1,1/17/2013,63,77
21200581,LAC,A,240,90,1,1,15,31,9,4,0,1/17/2013,68,88
